18 10 

20 12 57 54 37 90 50 93 24 87 
21 73 61 57 14 78 0 18 13 70 
6 35 13 82 86 34 82 34 51 6 
22 50 36 5 2 21 32 82 86 52 
65 92 72 66 96 31 45 94 18 82 
17 69 23 45 36 12 83 27 52 82 
85 68 4 17 80 8 0 48 6 74 
80 38 46 3 58 43 26 98 26 91 
22 78 54 0 17 46 6 10 72 74 
84 58 83 16 88 89 76 97 83 95 
8 34 68 5 28 63 70 19 89 17 
68 6 13 20 7 50 66 82 50 0 
12 67 99 32 38 16 67 7 39 68 
60 16 20 15 67 67 31 1 1 24 
86 85 39 69 66 63 47 14 31 55 
47 70 63 45 25 57 99 80 72 68 
31 91 69 66 98 7 8 14 86 26 
72 12 30 30 88 90 25 88 14 67 
