15 13 

35 32 79 89 0 16 34 1 57 8 70 85 64 
34 71 92 96 91 87 99 28 46 84 45 71 16 
38 79 43 25 5 18 7 14 84 52 20 69 8 
57 41 54 35 44 55 80 25 59 88 15 20 52 
57 91 80 97 5 88 3 68 35 93 93 30 52 
74 95 35 66 2 48 74 68 86 49 57 57 93 
91 7 84 78 22 71 35 67 14 43 90 39 81 
81 24 34 23 14 55 82 7 91 1 96 33 40 
6 0 96 24 40 26 69 87 52 68 78 50 3 
12 71 41 19 93 28 27 73 3 84 86 31 27 
8 80 96 8 5 60 26 26 85 55 19 10 41 
64 48 70 64 49 33 18 4 0 37 85 94 85 
59 66 39 98 51 83 65 89 64 37 12 41 70 
30 68 33 53 90 98 88 10 67 28 27 34 23 
21 66 48 63 46 91 98 91 38 70 88 34 9 
