13 19 

23 11 30 81 79 53 76 95 0 64 69 62 99 71 59 26 99 64 53 
31 73 42 32 92 8 85 50 66 77 63 8 91 40 11 1 10 95 15 
66 62 42 93 97 77 41 23 68 89 2 16 18 26 52 67 13 18 35 
45 7 39 70 42 95 24 78 0 14 46 43 47 49 79 21 48 56 0 
49 13 49 85 35 29 34 90 95 46 49 58 67 17 0 63 24 76 32 
60 75 63 4 9 77 72 20 96 23 6 34 67 39 75 25 17 2 4 
45 86 80 8 16 94 95 4 59 43 11 50 21 66 62 2 74 85 82 
13 22 25 12 79 18 89 71 92 40 29 6 98 51 30 65 19 68 87 
68 68 33 70 66 44 31 71 93 68 8 59 40 71 2 85 25 70 48 
78 80 36 46 35 78 34 59 93 4 26 81 1 84 91 53 25 89 15 
75 91 72 20 69 38 60 99 54 19 38 77 95 8 81 5 87 86 46 
37 24 10 53 81 53 46 66 27 91 32 65 15 22 94 37 51 88 39 
74 45 95 85 47 54 29 69 54 97 71 23 65 67 61 57 18 6 24 
