18 17 

34 39 1 1 52 72 0 0 34 78 81 10 59 81 7 93 50 
68 18 98 95 8 33 60 84 86 64 52 13 25 4 43 44 52 
47 84 1 21 11 8 76 83 26 43 24 55 54 69 74 65 19 
53 70 58 21 56 62 13 64 88 83 90 48 25 95 59 14 72 
16 5 51 83 23 76 37 98 64 11 76 86 83 19 77 99 54 
42 62 30 15 59 79 1 92 18 10 74 59 68 82 90 89 69 
82 80 53 48 81 84 8 46 91 38 24 58 91 89 6 61 51 
50 12 94 85 26 55 74 85 6 61 11 27 26 95 29 46 9 
59 29 23 44 44 35 11 2 49 86 30 55 67 86 63 29 70 
97 89 92 44 41 92 64 84 92 15 89 65 64 10 12 5 42 
6 95 97 77 72 89 60 15 38 46 8 88 50 11 80 62 9 
69 67 8 26 76 31 74 58 65 22 41 55 55 48 57 72 71 
34 28 43 78 38 70 12 94 4 90 81 9 16 47 71 45 14 
33 64 29 70 36 90 69 1 85 24 19 30 67 25 80 19 21 
55 5 54 14 16 3 51 72 31 49 39 88 49 77 56 77 97 
70 64 36 63 29 74 5 90 46 81 62 36 61 68 85 85 39 
22 97 61 79 14 82 75 69 88 52 36 74 53 53 67 24 70 
85 9 95 54 87 10 94 4 86 18 50 52 27 4 51 17 33 
