19 20 

63 11 57 84 4 11 21 98 69 37 47 9 74 56 75 33 21 92 80 10 
91 76 63 46 61 76 43 69 45 61 47 10 66 53 20 51 25 49 1 94 
71 18 97 14 88 99 48 30 66 64 22 48 20 48 37 71 14 72 10 59 
20 18 7 72 80 59 67 22 70 92 62 98 48 91 7 8 21 96 51 89 
33 73 39 51 6 53 78 61 73 80 71 50 31 38 74 1 37 39 93 29 
69 59 25 14 65 92 7 89 50 11 79 47 96 73 27 23 0 63 30 9 
75 1 65 27 56 78 58 45 92 96 5 75 28 20 76 43 94 50 70 9 
34 73 94 89 35 75 28 44 45 25 5 10 96 46 94 90 23 96 58 7 
70 1 10 65 86 27 27 0 18 69 71 30 91 13 59 38 34 81 66 32 
84 90 6 56 9 61 45 94 72 99 56 54 85 10 52 62 42 39 36 46 
19 93 24 83 76 55 80 37 57 46 96 4 8 85 44 23 41 92 69 71 
59 33 30 18 30 62 25 72 79 16 98 64 45 31 71 72 96 84 85 18 
39 16 80 43 51 2 43 85 84 50 34 24 72 14 35 51 96 38 23 44 
15 41 33 83 45 44 74 0 46 20 55 55 63 72 45 93 99 97 73 49 
41 43 30 39 4 91 22 65 67 54 86 45 96 19 28 24 50 9 46 67 
1 12 24 71 49 27 39 1 38 46 90 3 24 76 52 40 67 81 9 76 
73 62 34 31 37 58 80 63 33 15 72 79 27 62 75 68 15 9 51 79 
7 12 62 31 75 3 42 42 99 67 25 67 35 71 85 50 94 54 59 89 
37 44 0 95 71 34 54 25 51 67 87 54 40 44 34 65 8 99 38 30 
