7 4 

5 21 37 4 6 75 80 
95 69 53 86 84 15 10 
24 2 18 15 13 56 61 
25 1 17 16 14 55 60 
83 57 41 74 72 3 2 
74 48 32 65 63 6 11 
95 69 53 86 84 15 10 

70 67 13 28 51 12 57 
20 23 77 62 39 78 33 
51 48 6 9 32 7 38 
50 47 7 8 31 8 37 
8 11 65 50 27 66 21 
1 2 56 41 18 57 12 
20 23 77 62 39 78 33 

49 2 82 9 79 82 15 
41 88 8 81 11 8 75 
30 17 63 10 60 63 4 
29 18 62 11 59 62 5 
29 76 4 69 1 4 63 
20 67 13 60 10 13 54 
41 88 8 81 11 8 75 

75 72 18 33 56 17 62 
49 46 8 7 30 9 36 
33 30 24 9 14 25 20 
66 63 9 24 47 8 53 
64 61 7 22 45 6 51 
5 8 62 47 24 63 18 
10 13 67 52 29 68 23 

54 7 87 14 84 87 20 
28 19 61 12 58 61 6 
12 35 45 28 42 45 22 
45 2 78 5 75 78 11 
43 4 76 3 73 76 9 
26 73 7 66 4 7 60 
31 78 2 71 1 2 65 

21 68 12 61 9 12 55 
18 65 15 58 12 15 52 
36 11 69 4 66 69 2 
21 26 54 19 51 54 13 
2 49 31 42 28 31 36 
37 10 70 3 67 70 3 
8 55 25 48 22 25 42 

