19 9 

50 15 25 60 63 16 14 12 18 
87 41 14 31 38 81 83 35 24 
51 86 42 6 42 4 91 61 34 
3 24 54 34 41 78 79 66 89 
9 85 99 58 53 89 80 9 66 
59 7 18 16 5 65 99 55 17 
6 73 43 89 72 45 0 71 50 
69 92 99 84 13 51 27 33 64 
29 33 26 15 78 16 2 37 2 
88 90 81 57 0 37 38 10 57 
4 81 89 2 74 39 36 29 90 
15 29 37 57 16 31 79 76 49 
66 16 98 60 78 48 85 96 46 
1 84 38 44 45 26 64 89 56 
81 10 94 76 82 11 94 0 40 
72 22 46 52 35 16 15 81 88 
39 33 64 47 5 8 26 58 20 
62 39 93 71 89 49 65 3 79 
6 29 3 50 89 60 63 35 81 
