20 10 

4 29 81 32 49 23 47 55 1 39 
43 85 37 3 53 12 21 70 59 10 
90 7 13 47 38 10 30 63 26 42 
47 28 86 65 22 40 5 57 35 52 
6 89 13 21 92 20 53 36 48 57 
47 91 77 68 21 79 68 96 51 95 
41 54 19 37 77 45 53 27 65 24 
91 16 97 13 13 89 67 92 99 53 
8 61 50 36 11 34 35 12 79 70 
53 93 74 76 62 77 97 67 30 69 
16 73 19 26 72 77 96 86 59 56 
19 75 39 60 67 12 52 20 40 59 
38 92 24 53 33 97 63 27 93 22 
32 31 82 54 57 54 28 2 66 57 
88 21 16 85 0 25 43 10 33 77 
52 53 55 9 14 54 95 13 96 45 
38 36 19 0 99 84 21 90 17 17 
50 28 35 52 13 30 89 2 78 58 
80 81 97 4 99 30 36 68 13 11 
75 78 43 66 46 76 20 4 29 19 
