14 9 

35 49 5 51 58 66 37 20 23 25 31 28 66 2 
23 37 17 39 46 54 25 8 11 13 19 16 54 14 
1 15 39 17 24 32 3 14 11 9 3 6 32 36 
54 68 14 70 77 85 56 39 42 44 50 47 85 17 
49 63 9 65 72 80 51 34 37 39 45 42 80 12 
13 1 53 3 10 18 11 28 25 23 17 20 18 50 
34 20 74 18 11 3 32 49 46 44 38 41 3 71 
7 7 47 9 16 24 5 22 19 17 11 14 24 44 
33 47 7 49 56 64 35 18 21 23 29 26 64 4 
12 26 28 28 35 43 14 3 0 2 8 5 43 25 
40 26 80 24 17 9 38 55 52 50 44 47 9 77 
31 17 71 15 8 0 29 46 43 41 35 38 0 68 
32 18 72 16 9 1 30 47 44 42 36 39 1 69 
53 67 13 69 76 84 55 38 41 43 49 46 84 16 

3 5 77 11 44 11 31 37 11 78 7 46 2 11 
9 7 65 23 32 23 19 25 1 66 19 34 10 1 
31 29 43 45 10 45 3 3 23 44 41 12 32 23 
22 24 96 8 63 8 50 56 30 97 12 65 21 30 
17 19 91 3 58 3 45 51 25 92 7 60 16 25 
45 43 29 59 4 59 17 11 37 30 55 2 46 37 
66 64 8 80 25 80 38 32 58 9 76 23 67 58 
39 37 35 53 2 53 11 5 31 36 49 4 40 31 
1 3 75 13 42 13 29 35 9 76 9 44 0 9 
20 18 54 34 21 34 8 14 12 55 30 23 21 12 
72 70 2 86 31 86 44 38 64 3 82 29 73 64 
63 61 11 77 22 77 35 29 55 12 73 20 64 55 
64 62 10 78 23 78 36 30 56 11 74 21 65 56 
21 23 95 7 62 7 49 55 29 96 11 64 20 29 

8 10 76 10 20 14 3 52 65 7 12 75 3 16 
4 22 64 2 32 2 15 40 53 19 0 63 15 28 
26 44 42 24 54 20 37 18 31 41 22 41 37 50 
27 9 95 29 1 33 16 71 84 12 31 94 16 3 
22 4 90 24 6 28 11 66 79 7 26 89 11 2 
40 58 28 38 68 34 51 4 17 55 36 27 51 64 
61 79 7 59 89 55 72 17 4 76 57 6 72 85 
34 52 34 32 62 28 45 10 23 49 30 33 45 58 
6 12 74 8 22 12 5 50 63 9 10 73 5 18 
15 33 53 13 43 9 26 29 42 30 11 52 26 39 
67 85 1 65 95 61 78 23 10 82 63 0 78 91 
58 76 10 56 86 52 69 14 1 73 54 9 69 82 
59 77 9 57 87 53 70 15 2 74 55 8 70 83 
26 8 94 28 2 32 15 70 83 11 30 93 15 2 

7 44 1 16 15 59 11 35 63 21 28 78 6 6 
5 32 11 28 3 47 23 23 51 33 16 66 6 6 
27 10 33 50 19 25 45 1 29 55 6 44 28 28 
26 63 20 3 34 78 8 54 82 2 47 97 25 25 
21 58 15 2 29 73 3 49 77 7 42 92 20 20 
41 4 47 64 33 11 59 13 15 69 20 30 42 42 
