13 5 

17 41 66 57 39 15 26 22 70 37 2 51 50 
10 34 59 50 32 22 19 29 63 30 5 44 43 
38 62 87 78 60 6 47 1 91 58 23 72 71 
50 26 1 10 28 82 41 89 3 30 65 16 17 
38 14 11 2 16 70 29 77 15 18 53 4 5 
33 9 16 7 11 65 24 72 20 13 48 1 0 
39 63 88 79 61 7 48 0 92 59 24 73 72 
29 5 20 11 7 61 20 68 24 9 44 5 4 
5 19 44 35 17 37 4 44 48 15 20 29 28 
1 25 50 41 23 31 10 38 54 21 14 35 34 
23 47 72 63 45 9 32 16 76 43 8 57 56 
43 67 92 83 65 11 52 4 96 63 28 77 76 
38 62 87 78 60 6 47 1 91 58 23 72 71 

23 6 10 41 7 46 66 73 36 38 4 22 14 
30 1 17 34 14 39 59 66 29 31 3 29 7 
2 27 11 62 14 67 87 94 57 59 25 1 35 
90 61 77 26 74 21 1 6 31 29 63 89 53 
78 49 65 14 62 9 11 18 19 17 51 77 41 
73 44 60 9 57 4 16 23 14 12 46 72 36 
1 28 12 63 15 68 88 95 58 60 26 0 36 
69 40 56 5 53 0 20 27 10 8 42 68 32 
45 16 32 19 29 24 44 51 14 16 18 44 8 
39 10 26 25 23 30 50 57 20 22 12 38 2 
17 12 4 47 1 52 72 79 42 44 10 16 20 
3 32 16 67 19 72 92 99 62 64 30 4 40 
2 27 11 62 14 67 87 94 57 59 25 1 35 

50 32 10 24 24 0 65 31 27 22 33 7 5 
43 25 17 31 17 7 58 24 20 15 26 14 12 
71 53 11 3 45 21 86 52 48 43 54 14 16 
17 35 77 91 43 67 2 36 40 45 34 74 72 
5 23 65 79 31 55 10 24 28 33 22 62 60 
0 18 60 74 26 50 15 19 23 28 17 57 55 
72 54 12 2 46 22 87 53 49 44 55 15 17 
4 14 56 70 22 46 19 15 19 24 13 53 51 
28 10 32 46 2 22 43 9 5 0 11 29 27 
34 16 26 40 8 16 49 15 11 6 17 23 21 
56 38 4 18 30 6 71 37 33 28 39 1 1 
76 58 16 2 50 26 91 57 53 48 59 19 21 
71 53 11 3 45 21 86 52 48 43 54 14 16 

58 34 54 42 13 37 49 4 17 26 9 61 11 
51 27 47 35 20 30 42 11 10 19 16 54 18 
79 55 75 63 8 58 70 17 38 47 12 82 10 
9 33 13 25 80 30 18 71 50 41 76 6 78 
3 21 1 13 68 18 6 59 38 29 64 6 66 
8 16 4 8 63 13 1 54 33 24 59 11 61 
80 56 76 64 9 59 71 18 39 48 13 83 11 
12 12 8 4 59 9 3 50 29 20 55 15 57 
36 12 32 20 35 15 27 26 5 4 31 39 33 
42 18 38 26 29 21 33 20 1 10 25 45 27 
64 40 60 48 7 43 55 2 23 32 3 67 5 
84 60 80 68 13 63 75 22 43 52 17 87 15 
79 55 75 63 8 58 70 17 38 47 12 82 10 

40 11 27 24 24 29 49 56 19 21 13 39 3 
64 35 51 0 48 5 25 32 5 3 37 63 27 
89 60 76 25 73 20 0 7 30 28 62 88 52 
80 51 67 16 64 11 9 16 21 19 53 79 43 
62 33 49 2 46 7 27 34 3 1 35 61 25 
8 21 5 56 8 61 81 88 51 53 19 7 29 
49 20 36 15 33 20 40 47 10 12 22 48 12 
1 28 12 63 15 68 88 95 58 60 26 0 36 
93 64 80 29 77 24 4 3 34 32 66 92 56 
60 31 47 4 44 9 29 36 1 1 33 59 23 
25 4 12 39 9 44 64 71 34 36 2 24 12 
74 45 61 10 58 5 15 22 15 13 47 73 37 
73 44 60 9 57 4 16 23 14 12 46 72 36 

33 15 27 41 7 17 48 14 10 5 16 24 22 
9 9 51 65 17 41 24 10 14 19 8 48 46 
16 34 76 90 42 66 1 35 39 44 33 73 71 
7 25 67 81 33 57 8 26 30 35 24 64 62 
11 7 49 63 15 39 26 8 12 17 6 46 44 
