5 5 

23 51 31 18 40 
30 58 24 25 47 
18 46 36 13 35 
55 83 1 50 72 
65 93 11 60 82 

22 35 52 48 32 
15 28 59 55 25 
27 40 47 43 37 
10 3 84 80 0 
20 7 94 90 10 

2 11 11 6 31 
5 18 18 13 24 
7 6 6 1 36 
30 43 43 38 1 
40 53 53 48 11 

26 41 13 10 25 
33 48 6 17 18 
21 36 18 5 30 
58 73 19 42 7 
68 83 29 52 17 

45 58 29 25 55 
73 86 1 3 83 
9 4 83 79 1 
40 53 34 30 50 
62 75 12 8 72 

25 12 12 17 54 
53 40 40 45 82 
29 42 42 37 0 
20 7 7 12 49 
42 29 29 34 71 

3 18 36 13 48 
25 10 64 41 76 
57 72 18 41 6 
8 23 31 8 43 
14 1 53 30 65 

20 33 33 28 9 
33 46 46 41 4 
54 41 41 46 83 
50 37 37 42 79 
30 43 43 38 1 

48 63 9 32 3 
61 76 22 45 10 
26 11 65 42 77 
22 7 61 38 73 
58 73 19 42 7 

28 43 11 12 23 
15 30 24 1 36 
15 30 24 1 36 
20 35 19 4 31 
57 72 18 41 6 

