13 4 

37 63 19 36 17 28 29 39 26 65 36 27 65 
62 88 6 61 42 3 4 64 51 90 61 2 90 
61 87 5 60 41 4 5 63 50 89 60 3 89 
8 18 64 9 28 73 74 6 19 20 9 72 20 
64 90 8 63 44 1 2 66 53 92 63 0 92 
32 58 24 31 12 33 34 34 21 60 31 32 60 
59 85 3 58 39 6 7 61 48 87 58 5 87 
23 49 33 22 3 42 43 25 12 51 22 41 51 
0 26 56 1 20 65 66 2 11 28 1 64 28 
0 26 56 1 20 65 66 2 11 28 1 64 28 
22 48 34 21 2 43 44 24 11 50 21 42 50 
46 72 10 45 26 19 20 48 35 74 45 18 74 
57 83 1 56 37 8 9 59 46 85 56 7 85 

27 34 31 20 20 13 21 37 25 36 62 8 10 
2 59 6 5 45 38 4 62 50 61 87 33 35 
3 58 7 4 44 37 3 61 49 60 86 32 34 
72 11 76 65 25 32 66 8 20 9 17 37 35 
0 61 4 7 47 40 6 64 52 63 89 35 37 
32 29 36 25 15 8 26 32 20 31 57 3 5 
5 56 9 2 42 35 1 59 47 58 84 30 32 
41 20 45 34 6 1 35 23 11 22 48 6 4 
64 3 68 57 17 24 58 0 12 1 25 29 27 
64 3 68 57 17 24 58 0 12 1 25 29 27 
42 19 46 35 5 2 36 22 10 21 47 7 5 
18 43 22 11 29 22 12 46 34 45 71 17 19 
7 54 11 0 40 33 1 57 45 56 82 28 30 

49 31 45 30 0 4 11 28 51 47 32 1 23 
74 56 70 55 25 29 36 53 76 72 57 26 48 
73 55 69 54 24 28 35 52 75 71 56 25 47 
4 14 0 15 45 41 34 17 6 2 13 44 22 
76 58 72 57 27 31 38 55 78 74 59 28 50 
44 26 40 25 5 1 6 23 46 42 27 4 18 
71 53 67 52 22 26 33 50 73 69 54 23 45 
35 17 31 16 14 10 3 14 37 33 18 13 9 
12 6 8 7 37 33 26 9 14 10 5 36 14 
12 6 8 7 37 33 26 9 14 10 5 36 14 
34 16 30 15 15 11 4 13 36 32 17 14 8 
58 40 54 39 9 13 20 37 60 56 41 10 32 
69 51 65 50 20 24 31 48 71 67 52 21 43 

64 3 68 57 17 24 58 0 12 1 25 29 27 
90 29 94 83 43 50 84 26 38 27 1 55 53 
8 53 12 1 39 32 2 56 44 55 81 27 29 
63 2 67 56 16 23 57 1 11 0 26 28 26 
44 17 48 37 3 4 38 20 8 19 45 9 7 
1 62 3 8 48 41 7 65 53 64 90 36 38 
2 63 2 9 49 42 8 66 54 65 91 37 39 
66 5 70 59 19 26 60 2 14 3 23 31 29 
53 8 57 46 6 13 47 11 1 10 36 18 16 
92 31 96 85 45 52 86 28 40 29 3 57 55 
63 2 67 56 16 23 57 1 11 0 26 28 26 
0 61 4 7 47 40 6 64 52 63 89 35 37 
92 31 96 85 45 52 86 28 40 29 3 57 55 

12 6 8 7 37 33 26 9 14 10 5 36 14 
14 32 18 33 63 59 52 35 12 16 31 62 40 
68 50 64 49 19 23 30 47 70 66 51 20 42 
13 5 9 6 36 32 25 8 15 11 4 35 13 
32 14 28 13 17 13 6 11 34 30 15 16 6 
77 59 73 58 28 32 39 56 79 75 60 29 51 
78 60 74 59 29 33 40 57 80 76 61 30 52 
10 8 6 9 39 35 28 11 12 8 7 38 16 
23 5 19 4 26 22 15 2 25 21 6 25 3 
16 34 20 35 65 61 54 37 14 18 33 64 42 
13 5 9 6 36 32 25 8 15 11 4 35 13 
76 58 72 57 27 31 38 55 78 74 59 28 50 
16 34 20 35 65 61 54 37 14 18 33 64 42 

76 58 72 57 27 31 38 55 78 74 59 28 50 
15 3 11 4 34 30 23 6 17 13 2 33 11 
80 62 76 61 31 35 42 59 82 78 63 32 54 
69 51 65 50 20 24 31 48 71 67 52 21 43 
29 11 25 10 20 16 9 8 31 27 12 19 3 
36 18 32 17 13 9 2 15 38 34 19 12 10 
70 52 66 51 21 25 32 49 72 68 53 22 44 
12 6 8 7 37 33 26 9 14 10 5 36 14 
24 6 20 5 25 21 14 3 26 22 7 24 2 
13 5 9 6 36 32 25 8 15 11 4 35 13 
13 31 17 32 62 58 51 34 11 15 30 61 39 
41 23 37 22 8 4 3 20 43 39 24 7 15 
39 21 35 20 10 6 1 18 41 37 22 9 13 

