8 3 

1 48 4 45 22 31 45 51 
36 11 41 8 15 6 8 14 
43 4 48 1 22 13 1 7 
11 58 6 55 32 41 55 61 
12 59 7 56 33 42 56 62 
37 10 42 7 16 7 7 13 
1 46 6 43 20 29 43 49 
33 14 38 11 12 3 11 17 

26 30 37 41 34 41 28 43 
63 7 74 4 71 4 65 6 
70 14 81 3 78 3 72 1 
16 40 27 51 24 51 18 53 
15 41 26 52 23 52 17 54 
64 8 75 3 72 3 66 5 
28 28 39 39 36 39 30 41 
60 4 71 7 68 7 62 9 

27 29 38 40 35 40 29 42 
74 18 85 7 82 7 76 5 
22 34 33 45 30 45 24 47 
71 15 82 4 79 4 73 2 
48 8 59 19 56 19 50 21 
57 1 68 10 65 10 59 12 
71 15 82 4 79 4 73 2 
77 21 88 10 85 10 79 8 

