4 7 

18 48 53 29 
59 89 94 70 
9 21 26 2 
30 60 65 41 

1 52 15 29 
42 93 26 12 
26 25 42 56 
13 64 3 17 

29 18 40 3 
12 59 81 38 
56 9 13 30 
17 30 52 9 

16 18 32 4 
57 23 73 45 
11 45 5 23 
28 6 44 16 

15 27 24 8 
26 14 65 33 
42 54 3 35 
3 15 36 4 

15 31 30 21 
26 10 71 20 
42 58 3 48 
3 19 42 9 

17 34 33 47 
47 4 63 77 
52 1 68 82 
28 23 44 58 

47 0 22 21 
77 30 8 51 
82 35 13 56 
58 11 11 32 

2 36 14 14 
32 66 16 44 
37 71 21 49 
13 47 3 25 

33 45 6 26 
63 75 24 56 
68 80 29 61 
44 56 5 37 

33 49 12 39 
63 79 18 69 
68 84 23 74 
44 60 1 50 

30 17 39 4 
81 34 12 55 
14 33 55 12 
0 47 69 26 

15 19 31 3 
36 70 20 48 
31 3 47 19 
45 11 61 33 

16 28 23 9 
67 79 28 60 
0 12 39 7 
14 2 53 21 

16 32 29 22 
67 83 22 73 
0 16 45 6 
14 2 59 8 

45 11 61 33 
2 36 14 14 
24 58 8 36 
19 15 35 7 

14 2 53 21 
33 45 6 26 
55 67 16 48 
12 24 27 5 

14 2 59 8 
33 49 12 39 
55 71 10 61 
12 28 33 18 

31 43 8 24 
3 9 42 10 
47 59 8 40 
19 31 20 12 

31 47 14 37 
3 13 48 3 
47 63 2 53 
19 35 26 25 

0 16 45 6 
12 4 57 6 
39 55 6 45 
7 23 38 13 

