17 7 

36 83 6 52 56 86 4 93 43 32 55 22 57 53 51 46 53 
16 31 46 0 4 34 48 41 9 20 3 30 5 1 1 6 1 
31 78 1 47 51 81 1 88 38 27 50 17 52 48 46 41 48 
35 82 5 51 55 85 3 92 42 31 54 21 56 52 50 45 52 
32 79 2 48 52 82 0 89 39 28 51 18 53 49 47 42 49 
21 26 51 5 1 29 53 36 14 25 2 35 0 4 6 11 4 
2 45 32 14 18 48 34 55 5 6 17 16 19 15 13 8 15 
43 4 73 27 23 7 75 14 36 47 24 57 22 26 28 33 26 
3 44 33 13 17 47 35 54 4 7 16 17 18 14 12 7 14 
14 61 16 30 34 64 18 71 21 10 33 0 35 31 29 24 31 
25 72 5 41 45 75 7 82 32 21 44 11 46 42 40 35 42 
31 16 61 15 11 19 63 26 24 35 12 45 10 14 16 21 14 
39 86 9 55 59 89 7 96 46 35 58 25 60 56 54 49 56 
24 23 54 8 4 26 56 33 17 28 5 38 3 7 9 14 7 
15 32 45 1 5 35 47 42 8 19 4 29 6 2 0 5 2 
9 56 21 25 29 59 23 66 16 5 28 5 30 26 24 19 26 
17 64 13 33 37 67 15 74 24 13 36 3 38 34 32 27 34 

89 38 5 85 18 84 10 51 88 41 29 0 79 41 74 59 7 
37 14 47 33 34 32 42 1 36 11 23 52 27 11 22 7 45 
84 33 0 80 13 79 5 46 83 36 24 5 74 36 69 54 2 
88 37 4 84 17 83 9 50 87 40 28 1 78 40 73 58 6 
85 34 1 81 14 80 6 47 84 37 25 4 75 37 70 55 3 
32 19 52 28 39 27 47 6 31 16 28 57 22 16 17 2 50 
51 0 33 47 20 46 28 13 50 3 9 38 41 3 36 21 31 
10 41 74 6 61 5 69 28 9 38 50 79 0 38 5 20 72 
50 1 34 46 21 45 29 12 49 2 10 39 40 2 35 20 32 
67 16 17 63 4 62 12 29 66 19 7 22 57 19 52 37 15 
78 27 6 74 7 73 1 40 77 30 18 11 68 30 63 48 4 
22 29 62 18 49 17 57 16 21 26 38 67 12 26 7 8 60 
92 41 8 88 21 87 13 54 91 44 32 3 82 44 77 62 10 
29 22 55 25 42 24 50 9 28 19 31 60 19 19 14 1 53 
38 13 46 34 33 33 41 0 37 10 22 51 28 10 23 8 44 
62 11 22 58 9 57 17 24 61 14 2 27 52 14 47 32 20 
70 19 14 66 1 65 9 32 69 22 10 19 60 22 55 40 12 

11 85 32 72 50 33 14 89 40 52 49 2 26 76 9 59 78 
41 33 20 20 2 19 38 37 12 0 3 50 26 24 43 7 26 
6 80 27 67 45 28 9 84 35 47 44 3 21 71 4 54 73 
10 84 31 71 49 32 13 88 39 51 48 1 25 75 8 58 77 
7 81 28 68 46 29 10 85 36 48 45 2 22 72 5 55 74 
46 28 25 15 7 24 43 32 17 5 8 55 31 19 48 2 21 
27 47 6 34 12 5 24 51 2 14 11 36 12 38 29 21 40 
68 6 47 7 29 46 65 10 39 27 30 77 53 3 70 20 1 
28 46 7 33 11 6 25 50 1 13 10 37 13 37 30 20 39 
11 63 10 50 28 11 8 67 18 30 27 20 4 54 13 37 56 
0 74 21 61 39 22 3 78 29 41 38 9 15 65 2 48 67 
56 18 35 5 17 34 53 22 27 15 18 65 41 9 58 8 11 
14 88 35 75 53 36 17 92 43 55 52 5 29 79 12 62 81 
49 25 28 12 10 27 46 29 20 8 11 58 34 16 51 1 18 
40 34 19 21 1 18 37 38 11 1 2 49 25 25 42 8 27 
16 58 5 45 23 6 13 62 13 25 22 25 1 49 18 32 51 
8 66 13 53 31 14 5 70 21 33 30 17 7 57 10 40 59 

68 0 1 11 61 92 28 2 48 90 72 95 22 19 47 81 28 
16 52 53 41 9 40 24 54 4 38 20 43 30 33 5 29 24 
63 5 6 6 56 87 23 7 43 85 67 90 17 14 42 76 23 
67 1 2 10 60 91 27 3 47 89 71 94 21 18 46 80 27 
64 4 5 7 57 88 24 6 44 86 68 91 18 15 43 77 24 
11 57 58 46 4 35 29 59 9 33 15 38 35 38 10 24 29 
30 38 39 27 23 54 10 40 10 52 34 57 16 19 9 43 10 
11 79 80 68 18 13 51 81 31 11 7 16 57 60 32 2 51 
29 39 40 28 22 53 11 41 9 51 33 56 17 20 8 42 11 
46 22 23 11 39 70 6 24 26 68 50 73 0 3 25 59 6 
57 11 12 0 50 81 17 13 37 79 61 84 11 8 36 70 17 
1 67 68 56 6 25 39 69 19 23 5 28 45 48 20 14 39 
71 3 2 14 64 95 31 1 51 93 75 98 25 22 50 84 31 
8 60 61 49 1 32 32 62 12 30 12 35 38 41 13 21 32 
