7 6 

58 44 0 31 2 3 6 
3 11 55 86 57 52 49 
0 14 58 89 60 55 52 
11 3 47 78 49 44 41 
26 12 32 63 34 29 26 
50 36 8 39 10 5 2 
32 18 26 57 28 23 20 

11 37 26 41 16 12 3 
44 18 29 14 39 67 58 
47 21 32 17 42 70 61 
36 10 21 6 31 59 50 
21 5 6 9 16 44 35 
3 29 18 33 8 20 11 
15 11 0 15 10 38 29 

15 50 44 8 31 22 54 
70 5 11 63 24 33 1 
73 8 14 66 27 36 4 
62 3 3 55 16 25 7 
47 18 12 40 1 10 22 
23 42 36 16 23 14 46 
41 24 18 34 5 4 28 

51 6 52 12 55 24 34 
4 49 3 67 0 79 21 
7 52 6 70 3 82 24 
4 41 5 59 8 71 13 
19 26 20 44 23 56 2 
43 2 44 20 47 32 26 
25 20 26 38 29 50 8 

19 55 15 20 18 45 58 
74 0 40 35 37 10 3 
77 3 43 38 40 13 0 
66 8 32 27 29 2 11 
51 23 17 12 14 13 26 
27 47 7 12 10 37 50 
45 29 11 6 8 19 32 

47 21 32 17 42 70 61 
33 7 18 3 28 56 47 
11 37 26 41 16 12 3 
42 68 57 72 47 19 28 
13 39 28 43 18 10 1 
8 34 23 38 13 15 6 
5 31 20 35 10 18 9 

73 8 14 66 27 36 4 
59 6 0 52 13 22 10 
15 50 44 8 31 22 54 
16 81 75 23 62 53 85 
13 52 46 6 33 24 56 
18 47 41 11 28 19 51 
21 44 38 14 25 16 48 

7 52 6 70 3 82 24 
7 38 8 56 11 68 10 
51 6 52 12 55 24 34 
82 37 83 19 86 7 65 
53 8 54 10 57 22 36 
48 3 49 15 52 27 31 
45 0 46 18 49 30 28 

77 3 43 38 40 13 0 
63 11 29 24 26 1 14 
19 55 15 20 18 45 58 
12 86 46 51 49 76 89 
17 57 17 22 20 47 60 
22 52 12 17 15 42 55 
25 49 9 14 12 39 52 

26 39 33 19 20 11 43 
52 13 7 45 6 15 17 
41 24 18 34 5 4 28 
56 9 3 49 10 19 13 
31 34 28 24 15 6 38 
3 62 56 4 43 34 66 
12 53 47 5 34 25 57 

40 5 41 23 44 35 23 
14 31 15 49 18 61 3 
25 20 26 38 29 50 8 
10 35 11 53 14 65 7 
35 10 36 28 39 40 18 
63 18 64 0 67 12 46 
54 9 55 9 58 21 37 

30 44 4 9 7 34 47 
56 18 22 17 19 8 21 
45 29 11 6 8 19 32 
60 14 26 21 23 4 17 
35 39 1 4 2 29 42 
7 67 27 32 30 57 70 
16 58 18 23 21 48 61 

66 21 67 3 70 9 49 
1 44 2 62 5 74 16 
7 38 8 56 11 68 10 
59 14 60 4 63 16 42 
20 25 21 43 24 55 3 
29 16 30 34 33 46 12 
3 48 2 66 1 78 20 

4 70 30 35 33 60 73 
69 5 35 30 32 5 8 
63 11 29 24 26 1 14 
11 63 23 28 26 53 66 
50 24 16 11 13 14 27 
41 33 7 2 4 23 36 
73 1 39 34 36 9 4 

70 4 36 31 33 6 7 
25 49 9 14 12 39 52 
71 3 37 32 34 7 6 
7 67 27 32 30 57 70 
74 0 40 35 37 10 3 
5 79 39 44 42 69 82 
53 21 19 14 16 11 24 

