18 10 

16 82 96 73 11 1 6 37 68 65 
50 17 94 1 70 11 67 12 56 73 
73 82 2 29 23 86 42 19 8 32 
48 72 18 4 83 97 52 62 15 13 
8 21 36 54 29 6 81 0 54 32 
59 16 35 83 28 91 80 87 51 98 
71 91 45 21 98 17 31 36 65 44 
35 71 32 98 26 25 91 26 0 21 
6 18 5 21 20 63 73 92 81 12 
56 0 88 32 50 72 88 8 3 7 
63 94 7 23 95 36 15 5 74 10 
18 69 23 42 81 92 53 98 91 99 
2 69 64 66 95 65 39 48 25 81 
28 35 79 77 20 80 0 77 1 71 
26 10 89 23 0 73 97 89 63 27 
91 21 78 69 13 22 52 74 61 77 
91 15 96 16 76 89 50 39 2 36 
11 15 34 75 33 39 24 66 58 31 
