13 7 

42 10 40 17 20 37 32 50 18 23 30 42 43 
31 21 29 6 9 48 43 61 7 34 19 31 32 
82 30 80 57 60 3 8 10 58 17 70 82 83 
3 49 1 22 19 76 71 89 21 62 9 3 4 
61 9 59 36 39 18 13 31 37 4 49 61 62 
24 28 22 1 2 55 50 68 0 41 12 24 25 
30 22 28 5 8 49 44 62 6 35 18 30 31 
5 57 7 30 27 84 79 97 29 70 17 5 4 
25 27 23 0 3 54 49 67 1 40 13 25 26 
34 18 32 9 12 45 40 58 10 31 22 34 35 
12 40 10 13 10 67 62 80 12 53 0 12 13 
74 22 72 49 52 5 0 18 50 9 62 74 75 
2 54 4 27 24 81 76 94 26 67 14 2 1 

16 37 20 40 42 48 45 29 29 16 2 34 6 
5 48 9 51 31 37 56 40 40 5 13 45 5 
56 3 60 0 82 88 5 11 11 56 38 6 46 
23 76 19 79 3 9 84 68 68 23 41 73 33 
35 18 39 21 61 67 26 10 10 35 17 15 25 
2 55 2 58 24 30 63 47 47 2 20 52 12 
4 49 8 52 30 36 57 41 41 4 14 46 6 
31 84 27 87 5 1 92 76 76 31 49 81 41 
1 54 3 57 25 31 62 46 46 1 19 51 11 
8 45 12 48 34 40 53 37 37 8 10 42 2 
14 67 10 70 12 18 75 59 59 14 32 64 24 
48 5 52 8 74 80 13 3 3 48 30 2 38 
28 81 24 84 2 4 89 73 73 28 46 78 38 

10 23 46 46 16 35 45 5 28 32 36 42 17 
1 34 57 57 27 24 34 16 17 43 47 31 28 
50 17 6 6 24 75 85 35 68 8 4 82 23 
29 62 85 85 55 4 6 44 11 71 75 3 56 
29 4 27 27 3 54 64 14 47 13 17 61 2 
8 41 64 64 34 17 27 23 10 50 54 24 35 
2 35 58 58 28 23 33 17 16 44 48 30 29 
37 70 93 93 63 12 2 52 19 79 83 5 64 
7 40 63 63 33 18 28 22 11 49 53 25 34 
2 31 54 54 24 27 37 13 20 40 44 34 25 
20 53 76 76 46 5 15 35 2 62 66 12 47 
42 9 14 14 16 67 77 27 60 0 4 74 15 
34 67 90 90 60 9 1 49 16 76 80 2 61 

18 48 33 22 20 25 18 8 4 33 11 49 36 
7 59 22 11 31 36 29 19 7 22 0 60 25 
58 8 73 62 20 15 22 32 44 73 51 9 76 
21 87 6 17 59 64 57 47 35 6 28 88 3 
37 29 52 41 1 6 1 11 23 52 30 30 55 
0 66 15 4 38 43 36 26 14 15 7 67 18 
6 60 21 10 32 37 30 20 8 21 1 61 24 
29 95 14 25 67 72 65 55 43 14 36 96 11 
1 65 16 5 37 42 35 25 13 16 6 66 19 
10 56 25 14 28 33 26 16 4 25 3 57 28 
12 78 3 8 50 55 48 38 26 3 19 79 6 
50 16 65 54 12 7 14 24 36 65 43 17 68 
26 92 11 22 64 69 62 52 40 11 33 93 8 

9 7 1 38 44 4 27 12 17 34 31 32 30 
2 18 10 27 33 7 38 1 28 45 20 43 19 
49 33 41 78 84 44 13 52 23 6 71 8 70 
30 46 38 1 5 35 66 27 56 73 8 71 9 
28 12 20 57 63 23 8 31 2 15 50 13 49 
9 25 17 20 26 14 45 6 35 52 13 50 12 
3 19 11 26 32 8 39 0 29 46 19 44 18 
38 54 46 9 3 43 74 35 64 81 16 79 17 
8 24 16 21 27 13 44 5 34 51 14 49 13 
1 15 7 30 36 4 35 4 25 42 23 40 22 
21 37 29 8 14 26 57 18 47 64 1 62 0 
41 25 33 70 76 36 5 44 15 2 63 0 62 
35 51 43 6 0 40 71 32 61 78 13 76 14 

48 15 32 3 22 37 41 11 11 25 29 46 4 
37 26 43 8 33 26 52 22 0 36 18 35 15 
88 25 8 43 18 77 1 29 51 15 69 86 36 
9 54 71 36 61 2 80 50 28 64 10 7 43 
67 4 13 22 3 56 22 8 30 6 48 65 15 
30 33 50 15 40 19 59 29 7 43 11 28 22 
36 27 44 9 34 25 53 23 1 37 17 34 16 
1 62 79 44 69 10 88 58 36 72 18 1 51 
31 32 49 14 39 20 58 28 6 42 12 29 21 
40 23 40 5 30 29 49 19 3 33 21 38 12 
18 45 62 27 52 7 71 41 19 55 1 16 34 
80 17 0 35 10 69 9 21 43 7 61 78 28 
4 59 76 41 66 7 85 55 33 69 15 2 48 

26 79 22 82 0 6 87 71 71 26 44 76 36 
26 27 30 30 52 58 35 19 19 26 8 24 16 
24 77 20 80 2 8 85 69 69 24 42 74 34 
1 54 3 57 25 31 62 46 46 1 19 51 11 
4 57 0 60 22 28 65 49 49 4 22 54 14 
53 0 57 3 79 85 8 8 8 53 35 3 43 
48 5 52 8 74 80 13 3 3 48 30 2 38 
66 13 70 10 92 98 5 21 21 66 48 16 56 
2 55 2 58 24 30 63 47 47 2 20 52 12 
39 14 43 17 65 71 22 6 6 39 21 11 29 
14 67 10 70 12 18 75 59 59 14 32 64 24 
26 79 22 82 0 6 87 71 71 26 44 76 36 
27 80 23 83 1 5 88 72 72 27 45 77 37 

32 65 88 88 58 7 3 47 14 74 78 0 59 
20 13 36 36 6 45 55 5 38 22 26 52 7 
30 63 86 86 56 5 5 45 12 72 76 2 57 
7 40 63 63 33 18 28 22 11 49 53 25 34 
10 43 66 66 36 15 25 25 8 52 56 22 37 
47 14 9 9 21 72 82 32 65 5 1 79 20 
