20 6 

12 2 29 19 5 40 10 39 48 15 17 4 25 47 3 11 21 4 27 24 
54 40 71 23 37 82 52 81 6 27 25 46 17 89 39 31 63 46 69 18 
3 11 20 28 14 31 1 30 57 24 26 5 34 38 12 20 12 5 18 33 
37 51 20 68 54 9 39 10 97 64 66 45 74 2 52 60 28 45 22 73 
25 11 42 6 8 53 23 52 35 2 4 17 12 60 10 2 34 17 40 11 
34 48 17 65 51 6 36 7 94 61 63 42 71 1 49 57 25 42 19 70 
10 4 27 21 7 38 8 37 50 17 19 2 27 45 5 13 19 2 25 26 
7 7 24 24 10 35 5 34 53 20 22 1 30 42 8 16 16 1 22 29 
53 39 70 22 36 81 51 80 7 26 24 45 16 88 38 30 62 45 68 17 
54 40 71 23 37 82 52 81 6 27 25 46 17 89 39 31 63 46 69 18 
28 42 11 59 45 0 30 1 88 55 57 36 65 7 43 51 19 36 13 64 
36 50 19 67 53 8 38 9 96 63 65 44 73 1 51 59 27 44 21 72 
11 25 6 42 28 17 13 16 71 38 40 19 48 24 26 34 2 19 4 47 
39 53 22 70 56 11 41 12 99 66 68 47 76 4 54 62 30 47 24 75 
24 38 7 55 41 4 26 3 84 51 53 32 61 11 39 47 15 32 9 60 
43 29 60 12 26 71 41 70 17 16 14 35 6 78 28 20 52 35 58 7 
56 42 73 25 39 84 54 83 4 29 27 48 19 91 41 33 65 48 71 20 
10 4 27 21 7 38 8 37 50 17 19 2 27 45 5 13 19 2 25 26 
25 11 42 6 8 53 23 52 35 2 4 17 12 60 10 2 34 17 40 11 
3 11 20 28 14 31 1 30 57 24 26 5 34 38 12 20 12 5 18 33 

25 17 30 0 23 21 10 13 45 51 21 15 46 43 19 21 31 2 31 30 
67 59 72 42 19 63 32 55 3 93 21 57 88 85 61 21 11 40 73 12 
16 8 21 9 32 12 19 4 54 42 30 6 37 34 10 30 40 11 22 39 
24 32 19 49 72 28 59 36 94 2 70 34 3 6 30 70 80 51 18 79 
38 30 43 13 10 34 3 26 32 64 8 28 59 56 32 8 18 11 44 17 
21 29 16 46 69 25 56 33 91 5 67 31 0 3 27 67 77 48 15 76 
23 15 28 2 25 19 12 11 47 49 23 13 44 41 17 23 33 4 29 32 
20 12 25 5 28 16 15 8 50 46 26 10 41 38 14 26 36 7 26 35 
66 58 71 41 18 62 31 54 4 92 20 56 87 84 60 20 10 39 72 11 
67 59 72 42 19 63 32 55 3 93 21 57 88 85 61 21 11 40 73 12 
15 23 10 40 63 19 50 27 85 11 61 25 6 3 21 61 71 42 9 70 
