15 9 

73 74 3 31 86 1 23 12 15 11 18 92 35 4 28 
44 45 26 2 57 28 6 17 14 18 11 63 6 25 1 
65 66 5 23 78 7 15 4 7 3 10 84 27 4 20 
6 7 64 36 19 66 44 55 52 56 49 25 32 63 39 
41 42 29 1 54 31 9 20 17 21 14 60 3 28 4 
58 59 12 16 71 14 8 3 0 4 3 77 20 11 13 
2 1 72 44 11 74 52 63 60 64 57 17 40 71 47 
34 35 36 8 47 38 16 27 24 28 21 53 4 35 11 
30 31 40 12 43 42 20 31 28 32 25 49 8 39 15 
44 45 26 2 57 28 6 17 14 18 11 63 6 25 1 
76 77 6 34 89 4 26 15 18 14 21 95 38 7 31 
56 57 14 14 69 16 6 5 2 6 1 75 18 13 11 
53 54 17 11 66 19 3 8 5 9 2 72 15 16 8 
13 14 57 29 26 59 37 48 45 49 42 32 25 56 32 
32 33 38 10 45 40 18 29 26 30 23 51 6 37 13 

75 74 36 54 51 44 95 90 43 15 96 41 96 88 31 
46 45 7 25 22 15 66 61 14 14 67 12 67 59 2 
67 66 28 46 43 36 87 82 35 7 88 33 88 80 23 
8 7 31 13 16 23 28 23 24 52 29 26 29 21 36 
43 42 4 22 19 12 63 58 11 17 64 9 64 56 1 
60 59 21 39 36 29 80 75 28 0 81 26 81 73 16 
0 1 39 21 24 31 20 15 32 60 21 34 21 13 44 
36 35 3 15 12 5 56 51 4 24 57 2 57 49 8 
32 31 7 11 8 1 52 47 0 28 53 2 53 45 12 
46 45 7 25 22 15 66 61 14 14 67 12 67 59 2 
78 77 39 57 54 47 98 93 46 18 99 44 99 91 34 
58 57 19 37 34 27 78 73 26 2 79 24 79 71 14 
55 54 16 34 31 24 75 70 23 5 76 21 76 68 11 
15 14 24 6 9 16 35 30 17 45 36 19 36 28 29 
34 33 5 13 10 3 54 49 2 26 55 0 55 47 10 

93 66 46 90 14 41 57 95 83 33 78 8 8 7 69 
64 37 17 61 15 12 28 66 54 4 49 21 21 22 40 
85 58 38 82 6 33 49 87 75 25 70 0 0 1 61 
26 1 21 23 53 26 10 28 16 34 11 59 59 60 2 
61 34 14 58 18 9 25 63 51 1 46 24 24 25 37 
78 51 31 75 1 26 42 80 68 18 63 7 7 8 54 
18 9 29 15 61 34 18 20 8 42 3 67 67 68 6 
54 27 7 51 25 2 18 56 44 6 39 31 31 32 30 
50 23 3 47 29 2 14 52 40 10 35 35 35 36 26 
64 37 17 61 15 12 28 66 54 4 49 21 21 22 40 
96 69 49 93 17 44 60 98 86 36 81 11 11 10 72 
76 49 29 73 3 24 40 78 66 16 61 9 9 10 52 
73 46 26 70 6 21 37 75 63 13 58 12 12 13 49 
33 6 14 30 46 19 3 35 23 27 18 52 52 53 9 
