5 6 

15 19 70 4 3 
23 11 62 4 5 
17 17 68 2 1 
2 32 83 17 16 
78 44 7 59 60 

13 3 52 20 2 
21 5 44 28 10 
15 1 50 22 4 
0 16 65 7 11 
76 60 11 83 65 

8 37 27 4 14 
16 29 19 4 6 
10 35 25 2 12 
5 50 40 17 27 
71 26 36 59 49 

28 35 8 16 38 
20 27 0 24 30 
26 33 6 18 36 
41 48 21 3 51 
35 28 55 79 25 

33 68 7 20 17 
25 60 1 28 9 
31 66 5 22 15 
46 81 20 7 30 
30 5 56 83 46 

2 18 67 5 13 
32 16 33 39 21 
83 67 18 90 72 
17 1 48 24 6 
16 0 49 23 5 

7 52 42 19 29 
27 18 8 15 5 
78 33 43 66 56 
12 33 23 0 10 
11 34 24 1 11 

43 50 23 1 53 
9 16 11 35 19 
42 35 62 86 32 
24 31 4 20 34 
25 32 5 19 35 

48 83 22 5 32 
14 49 12 39 2 
37 2 63 90 53 
29 64 3 24 13 
30 65 4 23 14 

5 50 40 17 27 
11 34 24 1 11 
60 15 25 48 38 
12 57 47 24 34 
6 39 29 6 16 

41 48 21 3 51 
25 32 5 19 35 
24 17 44 68 14 
48 55 28 4 58 
30 37 10 14 40 

46 81 20 7 30 
30 65 4 23 14 
19 16 45 72 35 
53 88 27 0 37 
35 70 9 18 19 

36 43 16 8 46 
9 2 29 53 1 
1 8 19 43 11 
24 31 4 20 34 
14 21 6 30 24 

41 76 15 12 25 
4 31 30 57 20 
6 41 20 47 10 
29 64 3 24 13 
19 54 7 34 3 

5 40 21 48 11 
2 33 28 55 18 
25 60 1 28 9 
49 84 23 4 33 
5 30 31 58 21 

