6 10 

44 27 33 34 4 25 
23 48 12 55 17 4 
77 6 66 1 37 58 
34 37 23 44 6 15 
0 71 11 78 40 19 
72 1 61 6 32 53 

46 6 14 50 26 19 
25 15 35 29 47 2 
79 39 19 83 7 52 
36 4 24 40 36 9 
2 38 58 6 70 25 
74 34 14 78 2 47 

51 15 25 38 51 52 
30 36 4 17 30 31 
84 18 58 71 84 85 
41 25 15 28 41 42 
7 59 19 6 7 8 
79 13 53 66 79 80 

36 19 25 10 16 14 
15 40 46 31 37 35 
69 14 8 23 17 19 
26 29 35 20 26 24 
8 63 69 54 60 58 
64 9 3 18 12 14 

2 3 5 16 25 6 
23 24 16 5 4 27 
31 30 38 49 58 27 
12 13 5 6 15 16 
46 47 39 28 19 50 
26 25 33 44 53 22 

17 47 0 25 1 18 
4 26 21 4 20 3 
50 80 33 58 34 51 
7 37 10 15 9 8 
27 3 44 19 43 26 
45 75 28 53 29 46 

56 6 38 31 2 36 
35 15 17 10 19 15 
89 39 71 64 35 69 
46 4 28 21 8 26 
12 38 6 13 42 8 
84 34 66 59 30 64 

4 35 28 16 6 37 
17 14 7 5 15 16 
37 68 61 49 39 70 
6 25 18 6 4 27 
40 9 16 28 38 7 
32 63 56 44 34 65 

18 22 32 48 1 27 
39 1 53 27 20 48 
15 55 1 81 34 6 
28 12 42 38 9 37 
62 22 76 4 43 71 
10 50 4 76 29 1 

2 38 58 6 70 25 
73 33 13 77 1 46 
13 27 47 17 59 14 
80 40 20 84 8 53 
42 2 18 46 30 15 
21 19 39 25 51 6 

7 59 19 6 7 8 
78 12 52 65 78 79 
18 48 8 5 18 19 
85 19 59 72 85 86 
47 19 21 34 47 48 
26 40 0 13 26 27 

8 63 69 54 60 58 
63 8 2 17 11 13 
3 52 58 43 49 47 
70 15 9 24 18 20 
32 23 29 14 20 18 
11 44 50 35 41 39 

46 47 39 28 19 50 
25 24 32 43 52 21 
35 36 28 17 8 39 
32 31 39 50 59 28 
6 7 1 12 21 10 
27 28 20 9 0 31 

27 3 44 19 43 26 
44 74 27 52 28 45 
16 14 33 8 32 15 
51 81 34 59 35 52 
13 43 4 21 3 14 
8 22 25 0 24 7 

12 38 6 13 42 8 
83 33 65 58 29 63 
23 27 5 2 31 3 
90 40 72 65 36 70 
52 2 34 27 2 32 
31 19 13 6 23 11 

40 9 16 28 38 7 
31 62 55 43 33 64 
29 2 5 17 27 4 
38 69 62 50 40 71 
0 31 24 12 2 33 
21 10 3 9 19 12 

62 22 76 4 43 71 
9 49 5 75 28 0 
51 11 65 15 32 60 
16 56 2 82 35 7 
22 18 36 44 3 31 
43 3 57 23 24 52 

5 61 21 8 5 6 
45 21 19 32 45 46 
65 1 39 52 65 66 
1 65 25 12 1 2 
77 11 51 64 77 78 
32 34 6 19 32 33 

10 65 71 56 62 60 
30 25 31 16 22 20 
50 5 11 4 2 0 
14 69 75 60 66 64 
62 7 1 16 10 12 
17 38 44 29 35 33 

48 49 41 30 21 52 
8 9 1 10 19 12 
12 11 19 30 39 8 
52 53 45 34 25 56 
24 23 31 42 51 20 
21 22 14 3 6 25 

29 1 46 21 45 28 
11 41 6 19 5 12 
31 61 14 39 15 32 
33 3 50 25 49 32 
43 73 26 51 27 44 
2 28 19 6 18 1 

10 40 8 15 44 10 
50 0 32 25 4 30 
70 20 52 45 16 50 
6 44 12 19 48 14 
82 32 64 57 28 62 
37 13 19 12 17 17 

42 11 18 30 40 9 
2 29 22 10 0 31 
18 49 42 30 20 51 
46 15 22 34 44 13 
30 61 54 42 32 63 
15 16 9 3 13 18 

64 24 78 2 45 73 
24 16 38 42 5 33 
4 36 18 62 15 13 
68 28 82 2 49 77 
8 48 6 74 27 1 
37 3 51 29 18 46 

15 70 76 61 67 65 
51 4 10 5 1 1 
11 44 50 35 41 39 
2 57 63 48 54 52 
15 70 76 61 67 65 
16 71 77 62 68 66 

53 54 46 35 26 57 
13 12 20 31 40 9 
27 28 20 9 0 31 
40 41 33 22 13 44 
53 54 46 35 26 57 
54 55 47 36 27 58 

34 4 51 26 50 33 
32 62 15 40 16 33 
8 22 25 0 24 7 
21 9 38 13 37 20 
34 4 51 26 50 33 
35 5 52 27 51 34 

5 45 13 20 49 15 
71 21 53 46 17 51 
31 19 13 6 23 11 
18 32 0 7 36 2 
5 45 13 20 49 15 
4 46 14 21 50 16 

47 16 23 35 45 14 
19 50 43 31 21 52 
21 10 3 9 19 12 
34 3 10 22 32 1 
47 16 23 35 45 14 
48 17 24 36 46 15 

69 29 83 3 50 78 
3 37 17 63 16 12 
43 3 57 23 24 52 
56 16 70 10 37 65 
69 29 83 3 50 78 
70 30 84 4 51 79 

38 39 31 20 11 42 
17 16 24 35 44 13 
23 22 30 41 50 19 
8 7 15 26 35 4 
14 13 21 32 41 10 
12 11 19 30 39 8 

19 11 36 11 35 18 
36 66 19 44 20 37 
42 72 25 50 26 43 
27 57 10 35 11 28 
33 63 16 41 17 34 
31 61 14 39 15 32 

20 30 2 5 34 0 
75 25 57 50 21 55 
81 31 63 56 27 61 
66 16 48 41 12 46 
72 22 54 47 18 52 
70 20 52 45 16 50 

32 1 8 20 30 1 
23 54 47 35 25 56 
29 60 53 41 31 62 
14 45 38 26 16 47 
20 51 44 32 22 53 
18 49 42 30 20 51 

54 14 68 12 35 63 
1 41 13 67 20 8 
7 47 7 73 26 2 
8 32 22 58 11 17 
2 38 16 64 17 11 
4 36 18 62 15 13 

19 49 2 27 3 20 
20 50 3 28 4 21 
12 42 5 20 4 13 
1 31 16 9 15 2 
8 22 25 0 24 7 
23 53 6 31 7 24 

58 8 40 33 4 38 
59 9 41 34 5 39 
51 1 33 26 3 31 
40 10 22 15 14 20 
31 19 13 6 23 11 
62 12 44 37 8 42 

6 37 30 18 8 39 
7 38 31 19 9 40 
1 30 23 11 1 32 
12 19 12 0 10 21 
21 10 3 9 19 12 
10 41 34 22 12 43 

16 24 30 50 3 25 
15 25 29 51 4 24 
23 17 37 43 4 32 
34 6 48 32 15 43 
43 3 57 23 24 52 
12 28 26 54 7 21 

39 11 21 14 15 19 
9 41 9 16 45 11 
56 6 38 31 2 36 
31 19 13 6 23 11 
55 5 37 30 1 35 
38 12 20 13 16 18 

13 18 11 1 11 20 
43 12 19 31 41 10 
4 35 28 16 6 37 
21 10 3 9 19 12 
3 34 27 15 5 36 
14 17 10 2 12 19 

35 5 49 31 16 44 
65 25 79 1 46 74 
18 22 32 48 1 27 
43 3 57 23 24 52 
19 21 33 47 0 28 
36 4 50 30 17 45 

52 21 28 40 50 19 
2 29 22 10 0 31 
34 3 10 22 32 1 
27 4 3 15 25 6 
2 33 26 14 4 35 
32 1 8 20 30 1 

74 34 88 8 55 83 
24 16 38 42 5 33 
56 16 70 10 37 65 
49 9 63 17 30 58 
