16 5 

2 92 33 68 8 22 26 34 68 49 73 31 64 60 84 6 
6 84 25 60 0 14 18 26 60 41 65 23 56 52 76 2 
47 43 16 19 41 27 23 15 19 0 24 18 15 11 35 43 
30 60 1 36 24 10 6 2 36 17 41 1 32 28 52 26 
68 22 37 2 62 48 44 36 2 21 3 39 6 10 14 64 
72 18 41 6 66 52 48 40 6 25 1 43 10 14 10 68 
20 70 11 46 14 0 4 12 46 27 51 9 42 38 62 16 
5 85 26 61 1 15 19 27 61 42 66 24 57 53 77 1 
9 81 22 57 3 11 15 23 57 38 62 20 53 49 73 5 
73 17 42 7 67 53 49 41 7 26 2 44 11 15 9 69 
84 6 53 18 78 64 60 52 18 37 13 55 22 26 2 80 
9 81 22 57 3 11 15 23 57 38 62 20 53 49 73 5 
61 29 30 5 55 41 37 29 5 14 10 32 1 3 21 57 
12 78 19 54 6 8 12 20 54 35 59 17 50 46 70 8 
4 94 35 70 10 24 28 36 70 51 75 33 66 62 86 8 
1 91 32 67 7 21 25 33 67 48 72 30 63 59 83 5 

43 44 76 75 9 19 20 36 61 84 24 38 67 59 49 27 
35 36 68 67 1 11 12 28 53 76 16 30 59 51 41 19 
6 5 27 26 40 30 29 13 12 35 25 11 18 10 0 22 
11 12 44 43 23 13 12 4 29 52 8 6 35 27 17 5 
27 26 6 5 61 51 50 34 9 14 46 32 3 11 21 43 
31 30 2 1 65 55 54 38 13 10 50 36 7 15 25 47 
21 22 54 53 13 3 2 14 39 62 2 16 45 37 27 5 
36 37 69 68 2 12 13 29 54 77 17 31 60 52 42 20 
32 33 65 64 2 8 9 25 50 73 13 27 56 48 38 16 
32 31 1 0 66 56 55 39 14 9 51 37 8 16 26 48 
43 42 10 11 77 67 66 50 25 2 62 48 19 27 37 59 
32 33 65 64 2 8 9 25 50 73 13 27 56 48 38 16 
20 19 13 12 54 44 43 27 2 21 39 25 4 4 14 36 
29 30 62 61 5 5 6 22 47 70 10 24 53 45 35 13 
45 46 78 77 11 21 22 38 63 86 26 40 69 61 51 29 
42 43 75 74 8 18 19 35 60 83 23 37 66 58 48 26 

18 52 24 2 46 51 29 13 86 37 38 84 88 78 39 48 
10 44 16 10 38 43 21 5 78 29 30 76 80 70 31 40 
31 3 25 51 3 2 20 36 37 12 11 35 39 29 10 1 
14 20 8 34 14 19 3 19 54 5 6 52 56 46 7 16 
52 18 46 72 24 19 41 57 16 33 32 14 18 8 31 22 
56 22 50 76 28 23 45 61 12 37 36 10 14 4 35 26 
4 30 2 24 24 29 7 9 64 15 16 62 66 56 17 26 
11 45 17 9 39 44 22 6 79 30 31 77 81 71 32 41 
7 41 13 13 35 40 18 2 75 26 27 73 77 67 28 37 
57 23 51 77 29 24 46 62 11 38 37 9 13 3 36 27 
68 34 62 88 40 35 57 73 0 49 48 2 2 8 47 38 
7 41 13 13 35 40 18 2 75 26 27 73 77 67 28 37 
45 11 39 65 17 12 34 50 23 26 25 21 25 15 24 15 
4 38 10 16 32 37 15 1 72 23 24 70 74 64 25 34 
20 54 26 0 48 53 31 15 88 39 40 86 90 80 41 50 
17 51 23 3 45 50 28 12 85 36 37 83 87 77 38 47 

28 69 60 1 14 32 31 64 84 66 35 0 89 92 66 37 
20 61 52 9 6 24 23 56 76 58 27 8 81 84 58 29 
21 20 11 50 35 17 18 15 35 17 14 49 40 43 17 12 
4 37 28 33 18 0 1 32 52 34 3 32 57 60 34 5 
42 1 10 71 56 38 39 6 14 4 35 70 19 22 4 33 
46 5 14 75 60 42 43 10 10 8 39 74 15 18 8 37 
6 47 38 23 8 10 9 42 62 44 13 22 67 70 44 15 
21 62 53 8 7 25 24 57 77 59 28 7 82 85 59 30 
17 58 49 12 3 21 20 53 73 55 24 11 78 81 55 26 
47 6 15 76 61 43 44 11 9 9 40 75 14 17 9 38 
58 17 26 87 72 54 55 22 2 20 51 86 3 6 20 49 
17 58 49 12 3 21 20 53 73 55 24 11 78 81 55 26 
35 6 3 64 49 31 32 1 21 3 28 63 26 29 3 26 
14 55 46 15 0 18 17 50 70 52 21 14 75 78 52 23 
30 71 62 1 16 34 33 66 86 68 37 2 91 94 68 39 
27 68 59 2 13 31 30 63 83 65 34 1 88 91 65 36 

