10 5 

38 32 8 9 9 19 25 36 42 37 
76 6 30 47 29 57 63 2 4 75 
22 48 24 7 25 3 9 52 58 21 
33 37 13 4 14 14 20 41 47 32 
67 3 21 38 20 48 54 7 13 66 
81 11 35 52 34 62 68 7 1 80 
76 6 30 47 29 57 63 2 4 75 
28 42 18 1 19 9 15 46 52 27 
80 10 34 51 33 61 67 6 0 79 
68 2 22 39 21 49 55 6 12 67 

28 35 27 22 34 35 17 46 0 14 
10 3 65 60 72 73 55 8 38 24 
44 51 11 6 18 19 1 62 16 30 
33 40 22 17 29 30 12 51 5 19 
1 6 56 51 63 64 46 17 29 15 
15 8 70 65 77 78 60 3 43 29 
10 3 65 60 72 73 55 8 38 24 
38 45 17 12 24 25 7 56 10 24 
14 7 69 64 76 77 59 4 42 28 
2 5 57 52 64 65 47 16 30 16 

38 14 29 17 38 40 30 30 54 43 
76 52 9 21 76 2 8 68 16 81 
22 2 45 33 22 56 46 14 70 27 
33 9 34 22 33 45 35 25 59 38 
67 43 0 12 67 11 1 59 25 72 
81 57 14 26 81 3 13 73 11 86 
76 52 9 21 76 2 8 68 16 81 
28 4 39 27 28 50 40 20 64 33 
80 56 13 25 80 2 12 72 12 85 
68 44 1 13 68 10 0 60 24 73 

48 38 20 33 39 55 49 44 44 44 
10 76 18 5 77 17 11 6 6 6 
64 22 36 49 23 71 65 60 60 60 
53 33 25 38 34 60 54 49 49 49 
19 67 9 4 68 26 20 15 15 15 
5 81 23 10 82 12 6 1 1 1 
10 76 18 5 77 17 11 6 6 6 
58 28 30 43 29 65 59 54 54 54 
6 80 22 9 81 13 7 2 2 2 
18 68 10 3 69 25 19 14 14 14 

66 73 11 16 4 3 21 84 38 52 
4 3 59 54 66 67 49 14 32 18 
20 27 35 30 42 43 25 38 8 6 
37 44 18 13 25 26 8 55 9 23 
19 26 36 31 43 44 26 37 9 5 
47 54 8 3 15 16 2 65 19 33 
53 60 2 3 9 10 8 71 25 39 
8 1 63 58 70 71 53 10 36 22 
14 7 69 64 76 77 59 4 42 28 
65 72 10 15 3 2 20 83 37 51 

0 24 67 55 0 78 68 8 92 5 
70 46 3 15 70 8 2 62 22 75 
46 22 21 9 46 32 22 38 46 51 
29 5 38 26 29 49 39 21 63 34 
47 23 20 8 47 31 21 39 45 52 
19 5 48 36 19 59 49 11 73 24 
13 11 54 42 13 65 55 5 79 18 
74 50 7 19 74 4 6 66 18 79 
80 56 13 25 80 2 12 72 12 85 
1 23 66 54 1 77 67 7 91 6 

86 0 58 71 1 93 87 82 82 82 
16 70 12 1 71 23 17 12 12 12 
40 46 12 25 47 47 41 36 36 36 
57 29 29 42 30 64 58 53 53 53 
39 47 11 24 48 46 40 35 35 35 
67 19 39 52 20 74 68 63 63 63 
73 13 45 58 14 80 74 69 69 69 
12 74 16 3 75 19 13 8 8 8 
6 80 22 9 81 13 7 2 2 2 
85 1 57 70 2 92 86 81 81 81 

66 42 1 11 66 12 2 58 26 71 
73 49 6 18 73 5 5 65 19 78 
11 13 56 44 11 67 57 3 81 16 
16 8 51 39 16 62 52 8 76 21 
4 20 63 51 4 74 64 4 88 9 
3 21 64 52 3 75 65 5 89 8 
21 3 46 34 21 57 47 13 71 26 
84 60 17 29 84 6 16 76 8 89 
38 14 29 17 38 40 30 30 54 43 
52 28 15 3 52 26 16 44 40 57 

20 66 8 5 67 27 21 16 16 16 
13 73 15 2 74 20 14 9 9 9 
75 11 47 60 12 82 76 71 71 71 
70 16 42 55 17 77 71 66 66 66 
82 4 54 67 5 89 83 78 78 78 
83 3 55 68 4 90 84 79 79 79 
65 21 37 50 22 72 66 61 61 61 
2 84 26 13 85 9 3 2 2 2 
48 38 20 33 39 55 49 44 44 44 
34 52 6 19 53 41 35 30 30 30 

86 0 58 71 1 93 87 82 82 82 
62 24 34 47 25 69 63 58 58 58 
19 67 9 4 68 26 20 15 15 15 
31 55 3 16 56 38 32 27 27 27 
86 0 58 71 1 93 87 82 82 82 
8 78 20 7 79 15 9 4 4 4 
18 68 10 3 69 25 19 14 14 14 
78 8 50 63 9 85 79 74 74 74 
6 92 34 21 93 1 5 10 10 10 
91 5 63 76 4 98 92 87 87 87 

