8 7 

39 18 22 21 24 27 37 38 
83 62 66 23 20 71 7 82 
61 40 44 1 2 49 15 60 
0 21 17 60 63 12 76 1 
33 12 16 27 30 21 43 32 
50 29 33 10 13 38 26 49 
35 14 18 25 28 23 41 34 
75 54 58 15 12 63 1 74 

11 38 19 14 1 18 3 22 
55 6 63 30 45 62 47 66 
33 16 41 8 23 40 25 44 
28 77 20 53 38 21 36 17 
5 44 13 20 5 12 3 16 
22 27 30 3 12 29 14 33 
7 42 15 18 3 14 1 18 
47 2 55 22 37 54 39 58 

38 2 47 13 18 19 32 23 
6 46 3 31 62 63 76 21 
16 24 25 9 40 41 54 1 
77 37 86 52 21 20 7 62 
44 4 53 19 12 13 26 29 
27 13 36 2 29 30 43 12 
42 2 51 17 14 15 28 27 
2 38 11 23 54 55 68 13 

17 8 41 24 56 49 22 7 
61 36 3 68 12 5 22 51 
39 14 19 46 34 27 0 29 
22 47 80 15 95 88 61 32 
11 14 47 18 62 55 28 1 
28 3 30 35 45 38 11 18 
13 12 45 20 60 53 26 3 
53 28 5 60 20 13 14 43 

21 5 12 36 15 29 32 9 
23 39 56 8 29 15 12 35 
1 17 34 14 7 7 10 13 
60 44 27 75 54 68 71 48 
27 11 6 42 21 35 38 15 
10 6 23 25 4 18 21 2 
25 9 8 40 19 33 36 13 
15 31 48 0 21 7 4 27 

26 3 15 18 49 27 12 54 
70 47 59 26 5 17 56 10 
48 25 37 4 27 5 34 32 
13 36 24 57 88 66 27 93 
20 3 9 24 55 33 6 60 
37 14 26 7 38 16 23 43 
22 1 11 22 53 31 8 58 
62 39 51 18 13 9 48 18 

28 77 20 53 38 21 36 17 
7 56 1 32 17 0 15 4 
11 60 3 36 21 4 19 0 
32 17 40 7 22 39 24 43 
35 14 43 10 25 42 27 46 
16 65 8 41 26 9 24 5 
48 1 56 23 38 55 40 59 
27 76 19 52 37 20 35 16 

77 37 86 52 21 20 7 62 
56 16 65 31 0 1 14 41 
60 20 69 35 4 3 10 45 
17 23 26 8 39 40 53 2 
14 26 23 11 42 43 56 1 
65 25 74 40 9 8 5 50 
1 39 10 24 55 56 69 14 
76 36 85 51 20 19 6 61 

22 47 80 15 95 88 61 32 
1 26 59 6 74 67 40 11 
5 30 63 2 78 71 44 15 
38 13 20 45 35 28 1 28 
41 16 17 48 32 25 2 31 
10 35 68 3 83 76 49 20 
54 29 4 61 19 12 15 44 
21 46 79 14 94 87 60 31 

60 44 27 75 54 68 71 48 
39 23 6 54 33 47 50 27 
43 27 10 58 37 51 54 31 
0 16 33 15 6 8 11 12 
