3 10 

4 15 43 
42 23 5 
6 13 41 

37 56 2 
1 18 40 
35 54 4 

46 10 62 
8 28 24 
44 8 60 

47 25 8 
9 13 30 
45 23 6 

10 19 72 
48 57 34 
12 21 70 

46 73 33 
8 35 5 
44 71 31 

11 34 8 
27 4 46 
9 32 10 

32 11 19 
6 49 19 
30 13 17 

73 8 51 
35 46 13 
71 10 49 

41 60 2 
22 41 17 
6 13 45 

50 14 66 
31 5 47 
3 33 19 

51 29 12 
32 10 7 
4 18 35 

6 15 76 
25 34 57 
53 62 29 

50 77 37 
31 58 18 
3 30 10 

15 38 4 
4 19 23 
32 9 51 

36 7 23 
17 26 4 
11 54 24 

77 4 55 
58 23 36 
30 51 8 

9 27 25 
10 46 6 
48 12 64 

10 12 29 
9 31 48 
49 27 10 

47 56 35 
66 75 16 
8 17 74 

9 36 4 
10 17 23 
48 75 35 

26 3 45 
45 22 64 
13 36 6 

5 48 18 
24 67 37 
34 9 21 

36 45 14 
17 64 5 
75 6 53 

1 21 38 
37 15 2 
15 37 54 

56 65 26 
20 29 62 
72 81 10 

0 27 13 
36 63 23 
16 11 29 

35 12 54 
1 24 18 
51 28 70 

14 57 27 
22 21 9 
30 73 43 

27 54 5 
63 18 41 
11 70 11 

57 66 25 
35 44 47 
18 27 64 

1 26 14 
21 48 8 
38 65 25 

36 13 55 
14 9 33 
3 26 16 

15 58 28 
7 36 6 
24 19 11 

26 55 4 
48 33 26 
65 16 43 

56 83 43 
65 92 52 
26 1 39 

21 44 2 
30 53 11 
61 38 80 

42 1 29 
51 8 38 
40 83 53 

83 2 61 
92 11 70 
1 80 21 

35 12 54 
62 39 81 
22 1 41 

14 57 27 
41 84 54 
1 44 14 

27 54 5 
0 81 22 
40 41 18 

21 22 8 
2 45 15 
40 3 27 

62 19 40 
39 42 17 
81 0 59 

41 40 19 
84 3 62 
54 27 32 

