17 3 

55 53 34 59 71 81 90 54 74 1 8 86 64 61 10 9 3 
47 45 26 51 63 73 82 46 66 9 0 78 56 53 2 1 5 
2 4 23 2 14 24 33 3 17 58 49 29 7 4 47 48 54 
5 3 16 9 21 31 40 4 24 51 42 36 14 11 40 41 47 
32 34 53 28 16 6 3 33 13 88 79 1 23 26 77 78 84 
9 7 12 13 25 35 44 8 28 47 38 40 18 15 36 37 43 
20 22 41 16 4 6 15 21 1 76 67 11 11 14 65 66 72 
23 25 44 19 7 3 12 24 4 79 70 8 14 17 68 69 75 
54 52 33 58 70 80 89 53 73 2 7 85 63 60 9 8 2 
10 8 11 14 26 36 45 9 29 46 37 41 19 16 35 36 42 
42 40 21 46 58 68 77 41 61 14 5 73 51 48 3 4 10 
51 49 30 55 67 77 86 50 70 5 4 82 60 57 6 5 1 
23 25 44 19 7 3 12 24 4 79 70 8 14 17 68 69 75 
28 30 49 24 12 2 7 29 9 84 75 3 19 22 73 74 80 
56 54 35 60 72 82 91 55 75 0 9 87 65 62 11 10 4 
11 9 10 15 27 37 46 10 30 45 36 42 20 17 34 35 41 
52 50 31 56 68 78 87 51 71 4 5 83 61 58 7 6 0 

38 1 28 51 19 13 14 41 18 10 77 26 77 85 90 71 45 
30 9 20 43 11 5 6 33 10 2 69 18 69 77 82 63 37 
19 58 29 6 38 44 43 16 39 47 20 31 20 28 33 14 12 
12 51 22 1 31 37 36 9 32 40 27 24 27 35 40 21 5 
49 88 59 36 68 74 73 46 69 77 10 61 10 2 3 16 42 
8 47 18 5 27 33 32 5 28 36 31 20 31 39 44 25 1 
37 76 47 24 56 62 61 34 57 65 2 49 2 10 15 4 30 
40 79 50 27 59 65 64 37 60 68 1 52 1 7 12 7 33 
37 2 27 50 18 12 13 40 17 9 76 25 76 84 89 70 44 
7 46 17 6 26 32 31 4 27 35 32 19 32 40 45 26 0 
25 14 15 38 6 0 1 28 5 3 64 13 64 72 77 58 32 
34 5 24 47 15 9 10 37 14 6 73 22 73 81 86 67 41 
40 79 50 27 59 65 64 37 60 68 1 52 1 7 12 7 33 
45 84 55 32 64 70 69 42 65 73 6 57 6 2 7 12 38 
39 0 29 52 20 14 15 42 19 11 78 27 78 86 91 72 46 
6 45 16 7 25 31 30 3 26 34 33 18 33 41 46 27 1 
35 4 25 48 16 10 11 38 15 7 74 23 74 82 87 68 42 

17 56 27 4 36 42 41 14 37 45 22 29 22 30 35 16 10 
15 54 25 2 34 40 39 12 35 43 24 27 24 32 37 18 8 
4 35 6 17 15 21 20 7 16 24 43 8 43 51 56 37 11 
21 60 31 8 40 46 45 18 41 49 18 33 18 26 31 12 14 
33 72 43 20 52 58 57 30 53 61 6 45 6 14 19 0 26 
43 82 53 30 62 68 67 40 63 71 4 55 4 4 9 10 36 
52 91 62 39 71 77 76 49 72 80 13 64 13 5 0 19 45 
16 55 26 3 35 41 40 13 36 44 23 28 23 31 36 17 9 
36 75 46 23 55 61 60 33 56 64 3 48 3 11 16 3 29 
39 0 29 52 20 14 15 42 19 11 78 27 78 86 91 72 46 
30 9 20 43 11 5 6 33 10 2 69 18 69 77 82 63 37 
48 87 58 35 67 73 72 45 68 76 9 60 9 1 4 15 41 
26 65 36 13 45 51 50 23 46 54 13 38 13 21 26 7 19 
23 62 33 10 42 48 47 20 43 51 16 35 16 24 29 10 16 
28 11 18 41 9 3 4 31 8 0 67 16 67 75 80 61 35 
29 10 19 42 10 4 5 32 9 1 68 17 68 76 81 62 36 
35 4 25 48 16 10 11 38 15 7 74 23 74 82 87 68 42 

