4 5 

17 61 0 19 
82 4 65 84 
86 8 69 88 
65 13 48 67 

54 56 58 14 
11 9 7 51 
15 13 11 55 
6 8 10 34 

71 28 41 17 
6 37 24 48 
2 41 28 52 
23 20 7 31 

3 26 63 26 
68 39 2 39 
72 43 6 43 
51 22 15 22 

71 73 75 31 
7 5 3 47 
54 56 58 14 
73 75 77 33 

88 45 58 34 
10 33 20 44 
71 28 41 17 
90 47 60 36 

14 43 80 43 
64 35 2 35 
3 26 63 26 
16 45 82 45 

17 26 13 37 
15 28 15 39 
13 30 17 41 
57 14 27 3 

57 28 9 28 
59 30 7 30 
61 32 5 32 
17 12 49 12 

74 45 8 45 
31 2 35 2 
44 15 22 15 
20 9 46 9 

