18 20 

62 24 73 8 84 58 44 12 80 78 87 74 61 74 76 16 36 39 6 12 
84 46 61 46 43 57 46 49 53 28 6 62 76 49 38 32 4 34 28 62 
70 7 84 16 7 93 76 53 89 20 36 95 52 54 78 78 86 26 21 34 
88 90 47 18 41 7 73 94 61 84 84 71 84 58 2 29 9 4 38 91 
60 21 92 59 73 99 81 3 92 59 73 39 83 66 82 51 63 27 33 1 
46 30 11 36 90 61 73 22 21 46 73 96 45 71 58 3 42 15 2 25 
38 79 33 91 36 59 41 93 50 65 44 19 74 19 18 3 89 49 4 52 
57 81 56 38 57 7 5 90 14 40 17 7 5 39 23 56 46 55 56 88 
79 73 70 22 18 60 17 52 27 82 94 11 29 62 33 65 69 66 35 95 
53 47 48 99 61 54 54 28 59 28 81 83 81 98 60 15 99 57 40 27 
55 54 4 41 3 31 64 70 15 82 35 10 14 36 80 99 25 75 73 27 
35 28 9 34 50 3 39 14 78 25 61 4 81 89 60 80 25 5 3 68 
80 99 22 48 46 97 86 88 49 57 42 18 62 5 38 71 63 1 8 50 
86 54 56 66 18 60 22 3 81 6 19 66 71 93 75 23 49 80 90 22 
56 57 65 99 40 86 49 38 87 13 67 61 38 69 94 87 27 11 27 4 
34 48 91 43 25 14 13 17 91 70 98 48 57 56 56 28 13 87 62 6 
27 63 92 33 88 31 1 33 36 67 74 92 97 75 54 44 24 99 48 58 
4 92 81 36 41 0 67 14 75 61 79 29 84 37 33 8 47 14 85 62 
