13 16 

60 83 77 52 74 70 64 4 29 77 57 19 85 65 14 89 
66 62 70 1 59 29 48 27 48 57 32 20 45 29 97 73 
53 76 76 56 95 57 64 34 53 76 99 72 25 97 69 4 
87 97 69 53 90 71 15 84 59 69 63 71 94 37 40 57 
58 42 20 34 36 37 49 99 89 3 83 79 40 89 78 20 
6 15 63 84 26 23 3 38 51 73 70 69 98 29 11 95 
45 89 8 2 28 26 37 28 84 12 79 36 88 26 8 2 
78 59 15 61 8 48 50 81 93 27 12 88 40 4 60 67 
43 14 75 32 65 58 34 30 47 66 2 42 13 45 3 90 
28 91 33 54 19 92 52 72 63 40 11 88 0 38 37 29 
73 45 42 89 95 67 52 80 10 59 45 73 10 48 20 82 
30 87 72 41 53 15 7 21 12 11 39 74 15 76 20 39 
26 94 14 65 12 5 4 38 87 43 58 90 87 41 44 99 
