20 9 

52 50 36 93 23 17 45 56 36 
52 63 30 93 97 81 43 41 76 
74 39 23 8 59 2 4 45 88 
74 69 16 17 15 10 9 24 43 
87 93 8 91 23 33 65 4 72 
81 96 46 85 94 90 61 55 25 
86 58 95 10 68 32 72 27 75 
80 46 87 48 65 24 13 60 29 
43 41 99 37 24 45 51 69 57 
24 54 46 60 14 24 44 70 79 
72 28 49 46 75 74 16 88 89 
86 25 49 27 7 93 28 53 72 
89 63 97 0 86 32 62 88 36 
44 93 89 68 47 32 53 99 19 
17 30 27 29 34 14 48 82 71 
9 70 29 72 70 14 12 73 3 
29 39 61 73 15 43 33 16 97 
10 61 13 58 38 80 77 40 93 
13 26 80 21 91 12 20 23 41 
89 24 44 78 84 48 69 29 29 
