20 18 

10 37 37 53 71 83 89 37 38 88 57 80 7 17 96 89 9 71 
89 29 6 1 65 10 91 71 82 56 99 31 44 55 87 32 7 35 
97 76 80 11 57 78 96 80 14 28 60 48 67 62 44 31 20 30 
46 7 68 54 70 86 94 15 2 19 42 92 21 49 29 24 51 54 
38 34 97 45 75 7 55 58 29 25 77 45 47 40 6 32 97 99 
92 43 37 81 37 89 66 28 85 25 98 0 84 52 17 41 51 5 
98 78 49 20 66 52 34 41 65 50 24 4 84 35 80 79 4 11 
84 99 78 97 28 80 65 25 55 89 8 17 20 13 26 33 51 15 
5 93 75 19 79 77 2 9 15 82 54 81 70 12 36 59 28 98 
37 61 78 0 2 66 50 47 31 72 49 80 78 40 42 44 79 93 
39 32 76 30 13 47 26 73 98 55 57 98 22 48 13 94 34 89 
30 8 60 9 92 22 18 34 44 68 70 61 3 95 12 18 55 41 
73 91 19 78 32 73 93 40 4 94 82 25 34 52 91 52 50 59 
13 2 90 10 3 32 25 39 39 11 77 96 67 20 17 33 36 9 
94 76 92 97 62 72 96 75 80 64 42 76 9 5 38 37 16 9 
21 19 33 63 18 91 64 59 93 20 4 95 51 35 79 73 67 30 
18 58 44 68 61 56 21 44 4 39 68 69 84 26 84 47 99 80 
10 35 30 29 29 76 54 16 33 32 78 15 67 85 71 87 19 97 
61 67 33 44 13 20 94 37 47 69 31 32 79 98 20 31 59 25 
93 33 73 87 21 13 74 96 92 81 78 73 53 20 37 96 17 17 
