16 19 

70 8 56 67 84 86 12 48 67 38 26 19 25 82 47 55 15 72 29 
23 63 21 73 63 57 6 66 53 20 3 48 92 94 41 57 16 6 50 
21 88 29 18 23 1 84 4 30 64 60 1 50 67 11 51 62 89 90 
17 27 97 72 55 10 65 14 56 35 5 73 33 75 53 14 12 89 62 
77 21 73 53 50 85 99 50 12 79 51 33 43 0 36 71 63 10 94 
8 2 13 1 50 19 91 13 88 47 20 40 75 19 77 22 68 68 75 
19 61 35 8 6 85 10 86 84 92 72 25 56 23 74 49 38 90 80 
69 88 27 98 78 51 67 72 72 74 87 30 56 47 75 59 70 63 29 
81 20 94 88 1 45 46 65 16 77 57 44 82 54 93 58 68 10 95 
65 20 40 50 88 7 59 61 87 68 5 12 53 27 2 13 45 10 24 
72 85 0 3 84 31 41 19 91 82 61 63 34 24 65 6 44 96 49 
49 68 50 25 60 88 58 73 94 42 85 66 86 37 14 75 69 13 5 
60 98 25 9 71 76 53 80 43 11 19 56 23 81 76 58 84 69 70 
60 28 19 12 79 24 71 71 95 62 93 97 86 39 54 58 11 25 62 
22 62 19 5 91 39 43 74 95 6 83 65 21 25 12 2 89 80 45 
53 32 98 74 73 36 21 96 72 7 24 96 17 49 72 66 70 85 61 
