18 13 

21 56 66 98 4 10 72 14 10 21 96 15 97 
77 99 93 11 32 85 46 88 62 22 47 94 26 
2 90 54 62 43 85 14 28 1 77 79 76 1 
46 12 13 55 60 78 88 55 39 42 82 75 28 
24 12 31 98 96 14 7 82 30 48 85 49 21 
16 25 68 70 75 0 59 85 59 8 77 0 76 
30 95 48 75 33 9 73 42 0 26 82 48 21 
72 19 60 22 98 18 49 89 81 67 8 68 36 
8 88 58 72 77 14 23 39 16 52 51 31 95 
75 30 84 44 94 49 93 45 22 40 81 50 92 
28 9 91 64 91 95 43 47 11 21 9 41 24 
82 67 31 38 99 15 53 2 26 45 29 6 53 
82 23 49 25 11 38 95 60 24 2 89 81 15 
16 59 21 88 98 9 82 54 41 80 38 57 2 
91 22 53 21 7 0 23 9 55 85 78 63 74 
74 56 6 85 57 7 9 79 35 49 68 90 30 
66 75 31 48 20 69 15 9 46 93 4 31 56 
97 1 10 24 45 59 61 32 54 98 38 50 41 
