17 11 

84 51 94 22 76 1 0 19 43 12 92 
46 1 59 21 37 5 8 58 90 6 8 
45 19 23 32 83 57 67 29 14 39 72 
25 14 61 89 93 39 98 84 36 47 24 
6 12 0 72 47 71 66 17 84 23 75 
5 24 90 77 3 91 75 33 76 66 40 
97 64 39 70 94 97 14 43 1 24 58 
59 26 39 27 51 8 35 78 41 54 58 
1 29 27 84 29 2 37 95 98 2 87 
80 19 45 67 9 98 69 34 37 47 71 
82 53 76 79 83 66 98 65 57 22 26 
14 30 27 22 57 16 62 84 95 42 47 
76 48 73 51 54 24 71 17 83 58 4 
28 25 5 77 76 62 45 88 69 51 64 
29 14 56 45 76 23 95 95 75 39 68 
36 61 76 67 41 83 71 26 7 52 37 
25 89 98 37 69 13 27 97 61 56 24 
