13 15 

97 96 60 2 43 26 27 89 83 4 98 28 99 88 4 
52 77 85 84 88 63 51 7 59 89 56 66 49 95 65 
25 52 87 95 55 81 19 80 41 55 57 21 0 7 22 
12 98 56 66 50 41 69 42 80 99 53 17 59 76 19 
31 75 67 49 89 21 18 51 64 91 68 79 27 31 53 
2 21 85 47 76 34 32 82 49 35 79 57 80 92 88 
24 23 0 0 45 40 11 31 57 98 34 74 79 28 17 
11 75 70 69 67 31 16 83 39 11 21 47 93 12 40 
3 95 85 80 93 71 73 82 54 50 50 8 35 16 42 
63 50 24 21 74 48 66 1 58 83 72 36 58 86 78 
96 47 98 74 5 98 65 70 43 79 97 8 5 4 53 
97 23 72 41 74 0 14 90 88 10 53 25 94 36 39 
90 51 54 99 92 29 47 11 27 93 72 49 24 47 51 
