18 15 

65 50 99 52 23 35 25 3 79 48 24 10 35 46 86 
37 41 6 85 61 84 80 73 32 52 26 72 12 30 17 
84 3 33 57 0 34 86 62 6 36 34 79 78 6 54 
14 78 72 38 27 68 14 84 8 26 77 50 63 66 94 
70 65 55 27 88 6 0 90 94 27 82 56 98 40 31 
3 91 94 25 50 11 32 30 60 26 68 69 12 74 86 
67 93 16 76 78 93 22 54 80 70 26 68 75 69 78 
33 32 7 65 19 35 92 1 21 76 87 93 66 32 18 
37 9 64 89 39 85 29 40 79 75 61 28 95 59 85 
13 4 23 72 75 85 87 39 49 22 30 74 13 97 84 
18 42 43 62 76 7 84 4 5 43 10 93 21 6 55 
45 52 81 60 99 14 89 80 0 5 80 5 83 53 31 
89 35 96 59 19 62 57 77 95 82 30 25 47 48 74 
65 8 2 42 77 55 7 24 16 66 30 70 12 67 87 
46 48 13 96 41 69 53 38 75 26 3 55 28 34 16 
52 42 5 54 10 53 13 96 14 70 21 69 7 3 48 
98 43 3 57 42 77 13 50 3 83 63 55 7 45 56 
62 0 80 0 73 7 88 3 81 61 8 29 57 76 92 
