17 17 

37 97 22 67 28 69 23 1 37 68 97 67 33 91 11 35 40 
49 95 31 10 23 80 0 40 90 53 94 73 7 70 53 18 62 
60 63 15 81 54 46 50 28 55 63 19 60 66 4 4 45 41 
10 8 38 86 1 69 33 14 79 71 56 76 9 94 49 16 4 
34 3 19 11 21 73 7 3 4 80 3 30 15 23 26 60 59 
35 87 5 76 31 3 52 95 82 66 15 30 58 87 68 20 16 
48 22 89 53 69 9 66 37 58 28 25 90 69 92 68 88 58 
3 19 15 60 42 68 21 66 66 82 21 16 5 12 36 98 46 
23 78 49 84 22 79 15 4 54 59 80 20 10 59 51 56 74 
52 83 93 2 92 21 13 43 6 50 26 59 0 30 11 98 59 
12 72 30 68 53 96 31 78 81 24 28 93 6 2 4 40 36 
43 81 95 27 55 83 40 99 99 63 47 28 11 99 27 2 82 
98 24 8 55 41 25 90 53 18 87 26 29 33 33 64 95 76 
97 91 95 25 17 65 73 37 91 40 75 13 51 28 94 39 72 
53 33 78 85 18 57 18 27 56 94 59 5 35 68 89 80 79 
48 96 14 94 79 87 67 59 99 31 46 85 32 90 31 49 13 
60 73 39 97 52 94 26 3 98 85 37 21 56 91 16 11 87 
