17 15 

0 62 52 84 8 73 50 43 80 0 54 98 97 20 62 
93 5 85 13 79 6 83 39 13 17 31 10 77 40 44 
7 98 48 12 34 38 73 37 74 42 89 67 33 85 35 
86 2 22 80 63 76 98 63 39 99 92 7 42 70 26 
89 87 39 92 68 89 44 31 81 84 25 62 29 4 51 
77 94 67 11 30 96 86 70 96 39 52 45 89 12 17 
60 90 41 19 19 85 68 94 62 44 55 97 92 99 21 
8 81 19 51 40 46 81 18 13 38 72 79 92 62 24 
48 7 36 83 84 61 7 81 30 10 88 1 2 33 85 
92 84 19 84 95 8 27 1 99 73 22 21 4 46 37 
0 41 46 23 57 54 53 11 9 92 3 78 38 27 80 
31 89 87 73 0 86 65 5 95 25 92 4 32 29 26 
73 78 98 80 13 2 20 38 68 95 90 20 87 73 34 
14 39 2 90 63 93 30 44 64 36 98 98 32 1 97 
4 25 54 76 2 26 74 88 96 81 92 93 88 63 29 
74 14 30 24 82 58 2 39 96 44 24 68 28 79 56 
61 72 59 78 36 54 43 36 69 74 42 14 86 58 29 
