20 10 

21 90 74 84 22 45 90 19 88 98 
98 44 90 46 49 16 10 42 61 91 
65 37 87 18 19 55 73 97 98 46 
21 77 24 93 66 44 71 95 16 46 
63 64 20 71 73 65 80 84 39 83 
99 45 33 70 18 47 28 18 59 78 
71 90 26 7 72 67 62 85 50 65 
46 27 61 14 16 29 21 38 7 1 
60 80 20 57 52 29 44 79 81 66 
96 54 18 12 99 51 15 41 80 58 
9 14 68 84 51 9 64 52 10 39 
85 2 82 5 38 60 26 39 98 66 
53 46 82 9 79 9 0 99 30 73 
24 4 22 45 87 31 37 9 39 59 
20 30 6 42 69 66 43 50 28 58 
80 17 1 82 61 92 66 14 54 53 
56 15 2 38 40 43 91 68 99 40 
0 74 95 84 69 43 21 61 60 42 
78 24 96 79 78 38 88 88 14 43 
45 85 34 41 82 69 57 95 59 10 
