5 9 

3 5 36 14 17 
9 17 24 2 5 
25 17 58 36 39 
8 16 25 3 6 
26 18 59 37 40 

49 26 12 26 8 
61 38 24 38 4 
27 4 10 4 30 
60 37 23 37 3 
26 3 11 3 31 

15 10 34 22 57 
3 22 22 10 69 
37 12 56 44 35 
4 21 23 11 68 
38 13 57 45 34 

22 18 13 17 48 
34 30 25 29 60 
0 4 9 5 26 
33 29 24 28 59 
1 5 10 6 25 

7 22 4 23 55 
19 10 16 35 67 
15 44 18 1 33 
18 11 15 34 66 
16 45 19 0 32 

21 49 28 41 30 
9 61 40 29 18 
43 27 6 63 52 
10 60 39 30 19 
44 26 5 64 53 

29 16 12 20 20 
41 4 24 32 8 
7 38 10 2 42 
40 5 23 31 9 
6 39 11 3 43 

37 12 36 7 30 
25 0 24 19 42 
59 34 58 15 8 
26 1 25 18 41 
60 35 59 16 7 

52 29 15 29 5 
44 21 7 21 13 
85 62 48 62 28 
63 40 26 40 6 
66 43 29 43 9 

12 13 31 19 60 
20 5 39 27 52 
21 46 2 14 93 
1 24 20 8 71 
2 27 17 5 74 

25 21 16 20 51 
17 13 8 12 43 
58 54 49 53 84 
36 32 27 31 62 
39 35 30 34 65 

10 19 7 26 58 
2 27 1 18 50 
43 14 40 59 91 
21 8 18 37 69 
24 5 21 40 72 

18 52 31 38 27 
26 44 23 46 35 
15 85 64 5 6 
7 63 42 27 16 
4 66 45 24 13 

32 13 15 23 17 
24 21 7 15 25 
65 20 48 56 16 
43 2 26 34 6 
46 1 29 37 3 

34 9 33 10 33 
42 17 41 2 25 
1 24 0 43 66 
23 2 22 21 44 
20 5 19 24 47 

64 39 83 71 8 
41 16 60 48 31 
27 2 46 34 45 
41 16 60 48 31 
7 18 26 14 65 

27 31 36 32 1 
4 8 13 9 22 
10 6 1 5 36 
4 8 13 9 22 
30 26 21 25 56 

42 71 45 26 6 
19 48 22 3 29 
5 34 8 11 43 
19 48 22 3 29 
15 14 12 31 63 

70 0 21 90 79 
47 23 2 67 56 
33 37 16 53 42 
47 23 2 67 56 
13 57 36 33 22 

20 65 37 29 69 
3 42 14 6 46 
17 28 0 8 32 
3 42 14 6 46 
37 8 20 28 12 

86 61 85 42 19 
63 38 62 19 4 
49 24 48 5 18 
63 38 62 19 4 
29 4 28 15 38 

37 33 28 32 63 
12 8 3 7 38 
56 52 47 51 82 
44 40 35 39 70 
35 39 44 40 9 

22 7 19 38 70 
3 32 6 13 45 
41 12 38 57 89 
29 0 26 45 77 
50 79 53 34 2 

6 64 43 26 15 
31 39 18 51 40 
13 83 62 7 4 
1 71 50 19 8 
78 8 29 98 87 

44 1 27 35 5 
19 26 2 10 30 
63 18 46 54 14 
51 6 34 42 2 
28 73 45 37 77 

22 3 21 22 45 
47 22 46 3 20 
3 22 2 41 64 
15 10 14 29 52 
94 69 93 50 27 

15 44 18 1 33 
11 40 14 5 37 
6 35 9 10 42 
10 39 13 6 38 
41 70 44 25 7 

43 27 6 63 52 
39 31 10 59 48 
34 36 15 54 43 
38 32 11 58 47 
69 1 20 89 78 

7 38 10 2 42 
11 34 6 2 38 
16 29 1 7 33 
12 33 5 3 37 
19 64 36 28 68 

59 34 58 15 8 
55 30 54 11 12 
50 25 49 6 17 
54 29 53 10 13 
85 60 84 41 18 

28 42 21 48 37 
1 71 50 19 8 
25 45 24 45 34 
44 26 5 64 53 
76 6 27 96 85 

22 23 5 13 27 
51 6 34 42 2 
25 20 8 16 24 
6 39 11 3 43 
26 71 43 35 75 

44 19 43 0 23 
15 10 14 29 52 
41 16 40 3 26 
60 35 59 16 7 
92 67 91 48 25 

50 5 33 41 1 
20 65 37 29 69 
1 44 16 8 48 
70 25 53 61 21 
59 14 42 50 10 

16 9 15 28 51 
86 61 85 42 19 
65 40 64 21 2 
4 29 5 48 71 
7 18 6 37 60 

66 41 65 22 1 
21 4 20 23 46 
49 24 48 5 18 
57 32 56 13 10 
17 8 16 27 50 

