4 8 

9 30 2 27 
28 7 35 64 
68 89 61 32 
24 3 31 60 

3 27 52 17 
34 64 89 20 
62 32 7 76 
30 60 85 16 

21 33 34 6 
16 70 3 31 
80 26 93 65 
12 66 1 27 

3 57 40 37 
34 94 77 74 
62 2 19 22 
30 90 73 70 

13 14 16 25 
24 23 53 62 
72 73 43 34 
20 19 49 58 

57 58 21 39 
94 95 16 76 
2 1 80 20 
90 91 12 72 

23 20 45 4 
60 57 82 41 
36 39 14 55 
56 53 78 37 

6 36 61 8 
27 57 82 13 
1 29 54 15 
30 0 25 44 

12 42 25 3 
9 63 4 24 
19 35 32 4 
48 6 61 33 

6 66 49 46 
27 87 70 67 
1 59 42 39 
30 30 13 10 

4 5 25 34 
17 16 46 55 
11 12 18 27 
40 41 11 2 

66 67 12 48 
87 88 9 69 
59 60 19 41 
30 31 48 12 

32 29 54 13 
53 50 75 34 
25 22 47 6 
4 7 18 23 

18 36 31 3 
48 6 61 33 
73 19 86 58 
4 50 17 11 

0 60 43 40 
30 30 13 10 
55 5 12 15 
14 74 57 54 

10 11 19 28 
40 41 11 2 
65 66 36 27 
4 3 33 42 

60 61 18 42 
30 31 48 12 
5 6 73 13 
74 75 4 56 

26 23 48 7 
4 7 18 23 
29 32 7 48 
40 37 62 21 

18 78 61 58 
36 24 7 4 
31 91 74 71 
3 63 46 43 

8 7 37 46 
46 47 17 8 
21 20 50 59 
7 8 22 31 

78 79 0 60 
24 25 54 6 
91 92 13 73 
63 64 15 45 

44 41 66 25 
10 13 12 29 
57 54 79 38 
29 26 51 10 

10 11 19 28 
70 71 41 32 
53 54 24 15 
50 51 21 12 

60 61 18 42 
0 1 78 18 
17 18 61 1 
20 21 58 2 

26 23 48 7 
34 37 12 53 
17 20 5 36 
14 17 8 33 

70 71 8 52 
71 72 7 53 
41 42 37 23 
32 33 46 14 

36 33 58 17 
37 34 59 18 
7 4 29 12 
2 5 20 21 

34 37 12 53 
35 38 13 54 
44 41 66 25 
16 19 6 35 

