10 5 

4 2 2 23 54 32 19 12 64 6 
64 62 58 37 6 28 41 72 4 66 
0 2 6 27 58 36 23 8 68 2 
66 64 60 39 8 30 43 74 2 68 
72 70 66 45 14 36 49 80 4 74 
19 17 13 8 39 17 4 27 49 21 
22 24 28 49 80 58 45 14 90 20 
32 30 26 5 26 4 9 40 36 34 
39 37 33 12 19 3 16 47 29 41 
68 66 62 41 10 32 45 76 0 70 

5 8 15 15 44 15 36 26 52 13 
65 68 45 75 16 75 24 34 8 73 
1 4 19 11 48 11 40 30 56 9 
67 70 47 77 18 77 26 36 10 75 
73 76 53 83 24 83 32 42 16 81 
20 23 0 30 29 30 21 11 37 28 
21 18 41 11 70 11 62 52 78 13 
33 36 13 43 16 43 8 2 24 41 
40 43 20 50 9 50 1 9 17 48 
69 72 49 79 20 79 28 38 12 77 

68 8 14 58 35 56 23 66 42 5 
8 52 74 2 25 4 83 6 18 55 
72 12 10 62 39 60 19 70 46 9 
6 54 76 4 27 6 85 4 20 57 
0 60 82 10 33 12 91 2 26 63 
53 7 29 43 20 41 38 51 27 10 
94 34 12 84 61 82 3 92 68 31 
40 20 42 30 7 28 51 38 14 23 
33 27 49 23 0 21 58 31 7 30 
4 56 78 6 29 8 87 2 22 59 

56 60 6 63 61 34 27 26 52 28 
4 0 66 3 1 26 33 34 8 32 
60 64 2 67 65 38 31 30 56 32 
6 2 68 1 1 28 35 36 10 34 
12 8 74 5 7 34 41 42 16 40 
41 45 21 48 46 19 12 11 37 13 
82 86 20 89 87 60 53 52 78 54 
28 32 34 35 33 6 1 2 24 0 
21 25 41 28 26 1 8 9 17 7 
8 4 70 1 3 30 37 38 12 36 

1 4 19 11 48 11 40 30 56 9 
3 6 17 13 46 13 38 28 54 11 
7 10 13 17 42 17 34 24 50 15 
28 31 8 38 21 38 13 3 29 36 
59 62 39 69 10 69 18 28 2 67 
37 40 17 47 12 47 4 6 20 45 
24 27 4 34 25 34 17 7 33 32 
7 4 27 3 56 3 48 38 64 1 
69 72 49 79 20 79 28 38 12 77 
1 2 21 9 50 9 42 32 58 7 

72 12 10 62 39 60 19 70 46 9 
70 10 12 60 37 58 21 68 44 7 
66 6 16 56 33 54 25 64 40 3 
45 15 37 35 12 33 46 43 19 18 
14 46 68 4 19 2 77 12 12 49 
36 24 46 26 3 24 55 34 10 27 
49 11 33 39 16 37 42 47 23 14 
80 20 2 70 47 68 11 78 54 17 
4 56 78 6 29 8 87 2 22 59 
74 14 8 64 41 62 17 72 48 11 

60 64 2 67 65 38 31 30 56 32 
58 62 4 65 63 36 29 28 54 30 
54 58 8 61 59 32 25 24 50 26 
33 37 29 40 38 11 4 3 29 5 
2 6 60 9 7 20 27 28 2 26 
24 28 38 31 29 2 5 6 20 4 
37 41 25 44 42 15 8 7 33 9 
68 72 6 75 73 46 39 38 64 40 
8 4 70 1 3 30 37 38 12 36 
62 66 0 69 67 40 33 32 58 34 

73 13 9 63 40 61 18 71 47 10 
76 16 6 66 43 64 15 74 50 13 
53 7 29 43 20 41 38 51 27 10 
83 23 1 73 50 71 8 81 57 20 
24 36 58 14 9 12 67 22 2 39 
83 23 1 73 50 71 8 81 57 20 
32 28 50 22 1 20 59 30 6 31 
42 18 40 32 9 30 49 40 16 21 
16 44 66 6 17 4 75 14 10 47 
81 21 1 71 48 69 10 79 55 18 

61 65 1 68 66 39 32 31 57 33 
64 68 2 71 69 42 35 34 60 36 
41 45 21 48 46 19 12 11 37 13 
71 75 9 78 76 49 42 41 67 43 
12 16 50 19 17 10 17 18 8 16 
71 75 9 78 76 49 42 41 67 43 
20 24 42 27 25 2 9 10 16 8 
30 34 32 37 35 8 1 0 26 2 
4 8 58 11 9 18 25 26 0 24 
69 73 7 76 74 47 40 39 65 41 

12 8 74 5 7 34 41 42 16 40 
48 52 14 55 53 26 19 18 44 20 
70 74 8 77 75 48 41 40 66 42 
2 2 64 5 3 24 31 32 6 30 
21 25 41 28 26 1 8 9 17 7 
0 4 62 7 5 22 29 30 4 28 
79 83 17 86 84 57 50 49 75 51 
10 6 72 3 5 32 39 40 14 38 
14 18 48 21 19 8 15 16 10 14 
51 55 11 58 56 29 22 21 47 23 

