9 6 

14 19 75 10 68 12 39 7 59 
15 18 76 9 69 11 40 8 60 
31 2 92 7 85 5 56 24 76 
11 22 72 13 65 15 36 4 56 
47 80 14 71 7 73 22 54 2 
50 83 11 74 4 76 25 57 5 
37 4 98 13 91 11 62 30 82 
41 74 20 65 13 67 16 48 4 
7 40 54 31 47 33 18 14 38 

69 71 73 18 40 10 40 69 71 
70 72 74 17 41 9 41 70 72 
86 88 90 1 57 7 57 86 88 
66 68 70 21 37 13 37 66 68 
8 10 12 79 21 71 21 8 10 
5 7 9 82 24 74 24 5 7 
92 94 96 5 63 13 63 92 94 
14 16 18 73 15 65 15 14 16 
48 50 52 39 19 31 19 48 50 

17 51 2 44 47 2 9 60 30 
16 52 1 45 48 1 10 61 31 
0 68 15 61 64 15 26 77 47 
20 48 5 41 44 5 6 57 27 
78 10 63 17 14 63 52 1 31 
81 13 66 20 17 66 55 4 34 
6 74 21 67 70 21 32 83 53 
72 4 57 11 8 57 46 5 25 
38 30 23 23 26 23 12 39 9 

12 10 3 7 7 32 25 7 69 
11 11 4 6 8 33 26 8 70 
5 27 20 10 24 49 42 24 86 
15 7 0 10 4 29 22 4 66 
73 51 58 68 54 29 36 54 8 
76 54 61 71 57 32 39 57 5 
11 33 26 16 30 55 48 30 92 
67 45 52 62 48 23 30 48 14 
33 11 18 28 14 11 4 14 48 

69 15 40 12 5 71 14 26 72 
70 14 41 13 4 72 15 27 73 
86 2 57 29 12 88 31 43 89 
66 18 37 9 8 68 11 23 69 
8 76 21 49 66 10 47 35 11 
5 79 24 52 69 7 50 38 8 
92 8 63 35 18 94 37 49 95 
14 70 15 43 60 16 41 29 17 
48 36 19 9 26 50 7 5 51 

55 57 59 32 26 24 26 55 57 
88 90 92 1 59 9 59 88 90 
6 4 2 93 35 85 35 6 4 
79 81 83 8 50 0 50 79 81 
1 3 5 86 28 78 28 1 3 
81 83 85 6 52 2 52 81 83 
30 32 34 57 1 49 1 30 32 
62 64 66 25 33 17 33 62 64 
10 12 14 77 19 69 19 10 12 

31 37 16 30 33 16 5 46 16 
2 70 17 63 66 17 28 79 49 
92 24 77 31 28 77 66 15 45 
7 61 8 54 57 8 19 70 40 
85 17 70 24 21 70 59 8 38 
5 63 10 56 59 10 21 72 42 
56 12 41 5 8 41 30 21 9 
24 44 9 37 40 9 2 53 23 
76 8 61 15 12 61 50 1 29 

26 4 11 21 7 18 11 7 55 
7 29 22 12 26 51 44 26 88 
87 65 72 82 68 43 50 68 6 
2 20 13 3 17 42 35 17 79 
80 58 65 75 61 36 43 61 1 
0 22 15 5 19 44 37 19 81 
51 29 36 46 32 7 14 32 30 
19 3 4 14 0 25 18 0 62 
71 49 56 66 52 27 34 52 10 

55 29 26 2 19 57 0 12 58 
88 4 59 31 14 90 33 45 91 
6 90 35 63 80 4 61 49 3 
79 5 50 22 5 81 24 36 82 
1 83 28 56 73 3 54 42 4 
81 3 52 24 7 83 26 38 84 
30 54 1 27 44 32 25 13 33 
62 22 33 5 12 64 7 19 65 
10 74 19 47 64 12 45 33 13 

86 18 71 25 22 71 60 9 39 
88 20 73 27 24 73 62 11 41 
90 22 75 29 26 75 64 13 43 
1 69 16 62 65 16 27 78 48 
57 11 42 4 7 42 31 20 10 
7 61 8 54 57 8 19 70 40 
57 11 42 4 7 42 31 20 10 
86 18 71 25 22 71 60 9 39 
88 20 73 27 24 73 62 11 41 

81 59 66 76 62 37 44 62 0 
83 61 68 78 64 39 46 64 2 
85 63 70 80 66 41 48 66 4 
6 28 21 11 25 50 43 25 87 
52 30 37 47 33 8 15 33 29 
2 20 13 3 17 42 35 17 79 
52 30 37 47 33 8 15 33 29 
81 59 66 76 62 37 44 62 0 
83 61 68 78 64 39 46 64 2 

0 84 29 57 74 2 55 43 3 
2 86 31 59 76 0 57 45 1 
4 88 33 61 78 2 59 47 1 
87 3 58 30 13 89 32 44 90 
29 55 0 28 45 31 26 14 32 
79 5 50 22 5 81 24 36 82 
29 55 0 28 45 31 26 14 32 
0 84 29 57 74 2 55 43 3 
2 86 31 59 76 0 57 45 1 

5 27 20 10 24 49 42 24 86 
63 41 48 58 44 19 26 44 18 
10 12 5 5 9 34 27 9 71 
56 34 41 51 37 12 19 37 25 
59 37 44 54 40 15 22 40 22 
10 12 5 5 9 34 27 9 71 
21 1 6 16 2 23 16 2 60 
72 50 57 67 53 28 35 53 9 
42 20 27 37 23 2 5 23 39 

86 2 57 29 12 88 31 43 89 
18 66 11 39 56 20 37 25 21 
71 13 42 14 3 73 16 28 74 
25 59 4 32 49 27 30 18 28 
22 62 7 35 52 24 33 21 25 
71 13 42 14 3 73 16 28 74 
60 24 31 3 14 62 5 17 63 
9 75 20 48 65 11 46 34 12 
39 45 10 18 35 41 16 4 42 

81 3 52 24 7 83 26 38 84 
59 25 30 2 15 61 4 16 62 
66 18 37 9 8 68 11 23 69 
76 8 47 19 2 78 21 33 79 
62 22 33 5 12 64 7 19 65 
37 47 8 20 37 39 18 6 40 
44 40 15 13 30 46 11 1 47 
62 22 33 5 12 64 7 19 65 
0 84 29 57 74 2 55 43 3 

