7 8 

2 59 1 44 32 27 16 
2 59 1 44 32 27 16 
12 45 15 30 18 41 30 
48 9 51 6 18 77 66 
27 30 30 15 3 56 45 
5 62 2 47 35 24 13 
52 5 55 10 22 81 70 

34 18 14 18 55 28 21 
34 18 14 18 55 28 21 
20 32 0 32 41 14 35 
16 68 36 68 5 22 71 
5 47 15 47 26 1 50 
37 15 17 15 58 31 18 
20 72 40 72 1 26 75 

51 49 56 31 31 28 23 
51 49 56 31 31 28 23 
37 35 42 17 17 42 37 
1 1 6 19 19 78 73 
22 20 27 2 2 57 52 
54 52 59 34 34 25 20 
3 5 2 23 23 82 77 

7 32 59 25 46 18 41 
7 32 59 25 46 18 41 
21 18 45 11 32 32 27 
57 18 9 25 4 68 9 
36 3 30 4 17 47 12 
4 35 62 28 49 15 44 
61 22 5 29 8 72 13 

36 5 14 37 41 22 18 
36 5 14 37 41 22 18 
50 19 28 23 27 36 32 
86 55 64 13 9 72 68 
65 34 43 8 12 51 47 
33 2 11 40 44 19 15 
90 59 68 17 13 76 72 

26 40 12 59 40 36 40 
26 40 12 59 40 36 40 
40 26 2 45 26 22 26 
76 10 38 9 10 14 10 
55 11 17 30 11 7 11 
23 43 15 62 43 39 43 
80 14 42 5 14 18 14 

9 4 46 36 12 1 15 
9 4 46 36 12 1 15 
23 10 32 50 26 13 29 
59 46 4 86 62 49 65 
38 25 17 65 41 28 44 
6 7 49 33 9 4 12 
63 50 8 90 66 53 69 

32 20 12 20 53 26 23 
25 77 45 77 4 31 80 
35 17 15 17 56 29 20 
10 62 30 62 11 16 65 
2 50 18 50 23 4 53 
61 9 41 9 82 55 6 
50 2 30 2 71 44 5 

49 47 54 29 29 30 25 
8 10 3 28 28 87 82 
52 50 57 32 32 27 22 
7 5 12 13 13 72 67 
19 17 24 1 1 60 55 
78 76 83 58 58 1 4 
67 65 72 47 47 12 7 

9 30 57 23 44 20 39 
66 27 0 34 13 77 18 
6 33 60 26 47 17 42 
51 12 15 19 2 62 3 
39 0 27 7 14 50 9 
20 59 86 52 73 9 68 
9 48 75 41 62 2 57 

38 7 16 35 39 24 20 
95 64 73 22 18 81 77 
35 4 13 38 42 21 17 
80 49 58 7 3 66 62 
68 37 46 5 9 54 50 
9 22 13 64 68 5 9 
20 11 2 53 57 6 2 

28 38 10 57 38 34 38 
85 19 47 0 19 23 19 
