15 7 

34 53 5 21 46 25 14 0 20 19 33 29 2 17 26 
6 13 45 19 6 65 26 40 20 59 7 11 38 57 66 
43 62 4 30 55 16 23 9 29 10 42 38 11 8 17 
15 4 54 28 3 74 35 49 29 68 16 20 47 66 75 
16 35 23 3 28 43 4 18 2 37 15 11 16 35 44 
18 37 21 5 30 41 2 16 4 35 17 13 14 33 42 
9 28 30 4 21 50 11 25 5 44 8 4 23 42 51 
14 33 25 1 26 45 6 20 0 39 13 9 18 37 46 
20 1 59 33 8 79 40 54 34 73 21 25 52 71 80 
21 2 60 34 9 80 41 55 35 74 22 26 53 72 81 
20 1 59 33 8 79 40 54 34 73 21 25 52 71 80 
19 0 58 32 7 78 39 53 33 72 20 24 51 70 79 
57 76 18 44 69 2 37 23 43 4 56 52 25 6 3 
71 90 32 58 83 12 51 37 57 18 70 66 39 20 11 
64 83 25 51 76 5 44 30 50 11 63 59 32 13 4 

10 46 6 52 31 53 53 45 8 12 6 13 26 46 23 
50 6 46 12 71 13 13 5 32 52 46 53 66 6 63 
1 55 3 61 22 62 62 54 17 3 3 4 17 55 14 
59 3 55 3 80 4 4 4 41 61 55 62 75 3 72 
28 28 24 34 49 35 35 27 10 30 24 31 44 28 41 
26 30 22 36 47 37 37 29 8 28 22 29 42 30 39 
35 21 31 27 56 28 28 20 17 37 31 38 51 21 48 
30 26 26 32 51 33 33 25 12 32 26 33 46 26 43 
64 8 60 2 85 1 1 9 46 66 60 67 80 8 77 
65 9 61 3 86 2 2 10 47 67 61 68 81 9 78 
64 8 60 2 85 1 1 9 46 66 60 67 80 8 77 
63 7 59 1 84 0 0 8 45 65 59 66 79 7 76 
13 69 17 75 8 76 76 68 31 11 17 10 3 69 0 
27 83 31 89 6 90 90 82 45 25 31 24 11 83 14 
20 76 24 82 1 83 83 75 38 18 24 17 4 76 7 

37 10 41 38 9 28 40 16 54 59 0 29 18 56 7 
3 30 1 2 31 12 0 56 14 19 40 11 22 16 33 
46 19 50 47 18 37 49 7 63 68 9 38 27 65 16 
12 39 8 11 40 21 9 65 5 10 49 20 31 7 42 
19 8 23 20 9 10 22 34 36 41 18 11 0 38 11 
21 6 25 22 7 12 24 32 38 43 16 13 2 40 9 
12 15 16 13 16 3 15 41 29 34 25 4 7 31 18 
17 10 21 18 11 8 20 36 34 39 20 9 2 36 13 
17 44 13 16 45 26 14 70 0 5 54 25 36 2 47 
18 45 14 17 46 27 15 71 1 4 55 26 37 1 48 
17 44 13 16 45 26 14 70 0 5 54 25 36 2 47 
16 43 12 15 44 25 13 69 1 6 53 24 35 3 46 
60 33 64 61 32 51 63 7 77 82 23 52 41 79 30 
74 47 78 75 46 65 77 21 91 96 37 66 55 93 44 
67 40 71 68 39 58 70 14 84 89 30 59 48 86 37 

19 3 13 53 32 23 34 30 60 50 30 18 18 24 24 
21 37 27 13 72 17 6 10 20 10 70 58 22 16 16 
28 12 22 62 23 32 43 39 69 59 21 9 27 33 33 
30 46 36 4 81 26 15 19 11 1 79 67 31 25 25 
1 15 5 35 50 5 16 12 42 32 48 36 0 6 6 
3 13 3 37 48 7 18 14 44 34 46 34 2 8 8 
6 22 12 28 57 2 9 5 35 25 55 43 7 1 1 
1 17 7 33 52 3 14 10 40 30 50 38 2 4 4 
35 51 41 1 86 31 20 24 6 4 84 72 36 30 30 
36 52 42 2 87 32 21 25 5 5 85 73 37 31 31 
35 51 41 1 86 31 20 24 6 4 84 72 36 30 30 
34 50 40 0 85 30 19 23 7 3 83 71 35 29 29 
42 26 36 76 9 46 57 53 83 73 7 5 41 47 47 
56 40 50 90 5 60 71 67 97 87 7 19 55 61 61 
49 33 43 83 2 53 64 60 90 80 0 12 48 54 54 

57 50 15 24 59 38 7 21 7 2 19 19 23 31 17 
17 10 25 64 19 2 47 61 33 38 59 21 63 71 23 
66 59 24 15 68 47 2 12 16 11 10 28 14 22 26 
8 1 34 73 10 11 56 70 42 47 68 30 72 80 32 
39 32 3 42 41 20 25 39 11 16 37 1 41 49 1 
41 34 1 40 43 22 23 37 9 14 35 3 39 47 1 
32 25 10 49 34 13 32 46 18 23 44 6 48 56 8 
37 30 5 44 39 18 27 41 13 18 39 1 43 51 3 
3 4 39 78 5 16 61 75 47 52 73 35 77 85 37 
2 5 40 79 4 17 62 76 48 53 74 36 78 86 38 
3 4 39 78 5 16 61 75 47 52 73 35 77 85 37 
4 3 38 77 6 15 60 74 46 51 72 34 76 84 36 
80 73 38 1 82 61 16 2 30 25 4 42 0 8 40 
94 87 52 13 96 75 30 16 44 39 18 56 14 6 54 
87 80 45 6 89 68 23 9 37 32 11 49 7 1 47 

26 13 34 16 29 36 43 62 36 20 18 36 28 23 1 
66 27 6 24 11 76 3 22 76 60 22 76 12 17 41 
17 22 43 25 38 27 52 71 27 11 27 27 37 32 8 
75 36 15 33 20 85 6 13 85 69 31 85 21 26 50 
44 5 16 2 11 54 25 44 54 38 0 54 10 5 19 
42 3 18 0 13 52 27 46 52 36 2 52 12 7 17 
51 12 9 9 4 61 18 37 61 45 7 61 3 2 26 
46 7 14 4 9 56 23 42 56 40 2 56 8 3 21 
80 41 20 38 25 90 11 8 90 74 36 90 26 31 55 
81 42 21 39 26 91 12 7 91 75 37 91 27 32 56 
80 41 20 38 25 90 11 8 90 74 36 90 26 31 55 
79 40 19 37 24 89 10 9 89 73 35 89 25 30 54 
3 36 57 39 52 13 66 85 13 3 41 13 51 46 22 
11 50 71 53 66 1 80 99 1 17 55 1 65 60 36 
4 43 64 46 59 6 73 92 6 10 48 6 58 53 29 

44 12 40 18 65 19 19 11 26 46 40 47 60 12 57 
63 7 59 1 84 0 0 8 45 65 59 66 79 7 76 
5 51 1 57 26 58 58 50 13 7 1 8 21 51 18 
31 25 27 31 52 32 32 24 13 33 27 34 47 25 44 
56 0 52 6 77 7 7 1 38 58 52 59 72 0 69 
