8 6 

12 9 73 7 68 67 19 45 
32 11 53 13 48 47 39 25 
63 42 22 44 17 16 70 6 
13 8 72 6 67 66 20 44 
28 7 57 9 52 51 35 29 
46 25 39 27 34 33 53 11 
64 43 21 45 16 15 71 7 
81 60 4 62 1 2 88 24 

15 51 43 73 41 5 58 10 
5 31 23 53 21 25 38 10 
36 0 8 22 10 56 7 41 
14 50 42 72 40 6 57 9 
1 35 27 57 25 21 42 6 
19 17 9 39 7 39 24 24 
37 1 9 21 11 57 6 42 
54 18 26 4 28 74 11 59 

5 33 57 27 20 64 27 74 
15 13 37 7 0 44 7 54 
46 18 6 24 31 13 24 23 
4 32 56 26 19 63 26 73 
11 17 41 11 4 48 11 58 
29 1 23 7 14 30 7 40 
47 19 5 25 32 12 25 22 
64 36 12 42 49 5 42 5 

60 19 14 16 9 49 33 68 
40 1 6 4 29 29 13 48 
9 32 37 35 60 2 18 17 
59 18 13 15 10 48 32 67 
44 3 2 0 25 33 17 52 
26 15 20 18 43 15 1 34 
8 33 38 36 61 3 19 16 
9 50 55 53 78 20 36 1 

34 63 18 18 6 19 11 16 
14 43 38 38 14 39 31 4 
17 12 69 69 45 70 62 35 
33 62 19 19 5 20 12 15 
18 47 34 34 10 35 27 0 
0 29 52 52 28 53 45 18 
18 11 70 70 46 71 63 36 
35 6 87 87 63 88 80 53 

27 63 55 85 53 7 70 22 
6 42 34 64 32 14 49 1 
58 22 30 0 32 78 15 63 
8 44 36 66 34 12 51 3 
53 17 25 5 27 73 10 58 
52 16 24 6 26 72 9 57 
34 70 62 92 60 14 77 29 
30 6 2 28 4 50 13 35 

17 45 69 39 32 76 39 86 
4 24 48 18 11 55 18 65 
68 40 16 46 53 9 46 1 
2 26 50 20 13 57 20 67 
63 35 11 41 48 4 41 6 
62 34 10 40 47 3 40 7 
24 52 76 46 39 83 46 93 
40 12 12 18 25 19 18 29 

72 31 26 28 3 61 45 80 
51 10 5 7 18 40 24 59 
13 54 59 57 82 24 40 5 
53 12 7 9 16 42 26 61 
8 49 54 52 77 19 35 0 
7 48 53 51 76 18 34 1 
79 38 33 35 10 68 52 87 
15 26 31 29 54 4 12 23 

46 75 6 6 18 7 1 28 
25 54 27 27 3 28 20 7 
39 10 91 91 67 92 84 57 
27 56 25 25 1 26 18 9 
34 5 86 86 62 87 79 52 
33 4 85 85 61 86 78 51 
53 82 1 1 25 0 8 35 
11 18 63 63 39 64 56 29 

10 18 42 12 5 49 12 59 
46 18 6 24 31 13 24 23 
38 10 14 16 23 21 16 31 
68 40 16 46 53 9 46 1 
36 8 16 14 21 23 14 33 
10 38 62 32 25 69 32 79 
53 25 1 31 38 6 31 16 
5 23 47 17 10 54 17 64 

45 4 1 1 24 34 18 53 
9 32 37 35 60 2 18 17 
17 24 29 27 52 6 10 25 
13 54 59 57 82 24 40 5 
19 22 27 25 50 8 8 27 
65 24 19 21 4 54 38 73 
2 39 44 42 67 9 25 10 
50 9 4 6 19 39 23 58 

19 48 33 33 9 34 26 1 
17 12 69 69 45 70 62 35 
9 20 61 61 37 62 54 27 
39 10 91 91 67 92 84 57 
7 22 59 59 35 60 52 25 
39 68 13 13 11 14 6 21 
24 5 76 76 52 77 69 42 
24 53 28 28 4 29 21 6 

55 14 9 11 14 44 28 63 
27 14 19 17 42 16 0 35 
3 38 43 41 66 8 24 11 
33 8 13 11 36 22 6 41 
40 1 6 4 29 29 13 48 
4 45 50 48 73 15 31 4 
33 8 13 11 36 22 6 41 
14 55 60 58 83 25 41 6 

29 58 23 23 1 24 16 11 
1 30 51 51 27 52 44 17 
23 6 75 75 51 76 68 41 
7 36 45 45 21 46 38 11 
14 43 38 38 14 39 31 4 
30 1 82 82 58 83 75 48 
7 36 45 45 21 46 38 11 
40 11 92 92 68 93 85 58 

26 3 78 78 54 79 71 44 
15 44 37 37 13 38 30 3 
20 49 32 32 8 33 25 2 
18 47 34 34 10 35 27 0 
43 72 9 9 15 10 2 25 
15 14 67 67 43 68 60 33 
1 30 51 51 27 52 44 17 
34 5 86 86 62 87 79 52 

