14 10 

9 11 15 25 13 15 17 26 7 0 24 1 26 17 
36 34 60 70 32 60 28 71 38 45 69 46 19 62 
16 14 40 50 12 40 8 51 18 25 49 26 1 42 
29 31 5 5 33 5 37 6 27 20 4 19 46 3 
34 36 10 0 38 10 42 1 32 25 1 24 51 8 
13 15 11 21 17 11 21 22 11 4 20 3 30 13 
17 15 41 51 13 41 9 52 19 26 50 27 0 43 
7 9 17 27 11 17 15 28 5 2 26 3 24 19 
14 12 38 48 10 38 6 49 16 23 47 24 3 40 
13 11 37 47 9 37 5 48 15 22 46 23 4 39 
17 15 41 51 13 41 9 52 19 26 50 27 0 43 
28 30 4 6 32 4 36 7 26 19 5 18 45 2 
20 18 44 54 16 44 12 55 22 29 53 30 3 46 
43 41 67 77 39 67 35 78 45 52 76 53 26 69 

9 12 13 27 7 51 21 16 41 21 18 13 16 5 
36 57 58 18 38 6 66 29 4 66 63 58 29 40 
16 37 38 2 18 26 46 9 16 46 43 38 9 20 
29 8 7 47 27 71 1 36 61 1 2 7 36 25 
34 13 12 52 32 76 4 41 66 4 7 12 41 30 
13 8 9 31 11 55 17 20 45 17 14 9 20 9 
17 38 39 1 19 25 47 10 15 47 44 39 10 21 
7 14 15 25 5 49 23 14 39 23 20 15 14 3 
14 35 36 4 16 28 44 7 18 44 41 36 7 18 
13 34 35 5 15 29 43 6 19 43 40 35 6 17 
17 38 39 1 19 25 47 10 15 47 44 39 10 21 
28 7 6 46 26 70 2 35 60 2 1 6 35 24 
20 41 42 2 22 22 50 13 12 50 47 42 13 24 
43 64 65 25 45 1 73 36 11 73 70 65 36 47 

3 49 23 56 18 3 45 66 69 15 1 20 57 13 
42 4 68 11 63 42 0 21 24 60 46 25 12 58 
22 24 48 31 43 22 20 41 44 40 26 5 32 38 
23 69 3 76 2 23 65 86 89 5 19 40 77 7 
28 74 2 81 7 28 70 91 94 10 24 45 82 12 
7 53 19 60 14 7 49 70 73 11 3 24 61 9 
23 23 49 30 44 23 19 40 43 41 27 6 31 39 
1 47 25 54 20 1 43 64 67 17 3 18 55 15 
