19 4 

90 74 22 32 55 80 18 18 86 78 48 44 1 71 81 3 31 36 29 
69 53 1 11 34 59 3 3 65 57 27 23 22 50 60 24 10 15 8 
25 9 43 33 10 15 47 47 21 13 17 21 66 6 16 68 34 29 36 
94 78 26 36 59 84 22 22 90 82 52 48 3 75 85 1 35 40 33 
80 64 12 22 45 70 8 8 76 68 38 34 11 61 71 13 21 26 19 
85 69 17 27 50 75 13 13 81 73 43 39 6 66 76 8 26 31 24 
60 44 8 2 25 50 12 12 56 48 18 14 31 41 51 33 1 6 1 
80 64 12 22 45 70 8 8 76 68 38 34 11 61 71 13 21 26 19 
62 46 6 4 27 52 10 10 58 50 20 16 29 43 53 31 3 8 1 
5 11 63 53 30 5 67 67 1 7 37 41 86 14 4 88 54 49 56 
83 67 15 25 48 73 11 11 79 71 41 37 8 64 74 10 24 29 22 
42 26 26 16 7 32 30 30 38 30 0 4 49 23 33 51 17 12 19 
14 2 54 44 21 4 58 58 10 2 28 32 77 5 5 79 45 40 47 
13 3 55 45 22 3 59 59 9 1 29 33 78 6 4 80 46 41 48 
21 5 47 37 14 11 51 51 17 9 21 25 70 2 12 72 38 33 40 
82 66 14 24 47 72 10 10 78 70 40 36 9 63 73 11 23 28 21 
24 8 44 34 11 14 48 48 20 12 18 22 67 5 15 69 35 30 37 
78 62 10 20 43 68 6 6 74 66 36 32 13 59 69 15 19 24 17 
41 25 27 17 6 31 31 31 37 29 1 5 50 22 32 52 18 13 20 

76 4 9 86 43 86 57 63 88 90 37 2 2 32 16 48 14 25 6 
55 17 30 65 22 65 36 42 67 69 16 23 23 11 5 27 7 4 27 
11 61 74 21 22 21 8 2 23 25 28 67 67 33 49 17 51 40 71 
80 8 5 90 47 90 61 67 92 94 41 2 2 36 20 52 18 29 2 
66 6 19 76 33 76 47 53 78 80 27 12 12 22 6 38 4 15 16 
71 1 14 81 38 81 52 58 83 85 32 7 7 27 11 43 9 20 11 
46 26 39 56 13 56 27 33 58 60 7 32 32 2 14 18 16 5 36 
66 6 19 76 33 76 47 53 78 80 27 12 12 22 6 38 4 15 16 
48 24 37 58 15 58 29 35 60 62 9 30 30 4 12 20 14 3 34 
9 81 94 1 42 1 28 22 3 5 48 87 87 53 69 37 71 60 91 
69 3 16 79 36 79 50 56 81 83 30 9 9 25 9 41 7 18 13 
28 44 57 38 5 38 9 15 40 42 11 50 50 16 32 0 34 23 54 
0 72 85 10 33 10 19 13 12 14 39 78 78 44 60 28 62 51 82 
1 73 86 9 34 9 20 14 11 13 40 79 79 45 61 29 63 52 83 
7 65 78 17 26 17 12 6 19 21 32 71 71 37 53 21 55 44 75 
68 4 17 78 35 78 49 55 80 82 29 10 10 24 8 40 6 17 14 
10 62 75 20 23 20 9 3 22 24 29 68 68 34 50 18 52 41 72 
64 8 21 74 31 74 45 51 76 78 25 14 14 20 4 36 2 13 18 
27 45 58 37 6 37 8 14 39 41 12 51 51 17 33 1 35 24 55 

51 78 53 59 23 89 39 8 61 4 55 14 66 35 20 32 75 30 34 
30 57 32 38 2 68 18 13 40 17 34 7 45 14 1 11 54 9 13 
14 13 12 6 42 24 26 57 4 61 10 51 1 30 45 33 10 35 31 
55 82 57 63 27 93 43 12 65 8 59 18 70 39 24 36 79 34 38 
41 68 43 49 13 79 29 2 51 6 45 4 56 25 10 22 65 20 24 
46 73 48 54 18 84 34 3 56 1 50 9 61 30 15 27 70 25 29 
21 48 23 29 7 59 9 22 31 26 25 16 36 5 10 2 45 0 4 
41 68 43 49 13 79 29 2 51 6 45 4 56 25 10 22 65 20 24 
23 50 25 31 5 61 11 20 33 24 27 14 38 7 8 4 47 2 6 
34 7 32 26 62 4 46 77 24 81 30 71 19 50 65 53 10 55 51 
44 71 46 52 16 82 32 1 54 3 48 7 59 28 13 25 68 23 27 
3 30 5 11 25 41 9 40 13 44 7 34 18 13 28 16 27 18 14 
25 2 23 17 53 13 37 68 15 72 21 62 10 41 56 44 1 46 42 
26 1 24 18 54 12 38 69 16 73 22 63 11 42 57 45 2 47 43 
18 9 16 10 46 20 30 61 8 65 14 55 3 34 49 37 6 39 35 
43 70 45 51 15 81 31 0 53 4 47 6 58 27 12 24 67 22 26 
15 12 13 7 43 23 27 58 5 62 11 52 0 31 46 34 9 36 32 
39 66 41 47 11 77 27 4 49 8 43 2 54 23 8 20 63 18 22 
2 29 4 10 26 40 10 41 12 45 6 35 17 14 29 17 26 19 15 

14 86 99 4 47 4 33 27 2 0 53 92 92 58 74 42 76 65 96 
2 70 83 12 31 12 17 11 14 16 37 76 76 42 58 26 60 49 80 
54 18 31 64 21 64 35 41 66 68 15 24 24 10 6 26 8 3 28 
44 28 41 54 11 54 25 31 56 58 5 34 34 0 16 16 18 7 38 
21 51 64 31 12 31 2 8 33 35 18 57 57 23 39 7 41 30 61 
4 76 89 6 37 6 23 17 8 10 43 82 82 48 64 32 66 55 86 
58 14 27 68 25 68 39 45 70 72 19 20 20 14 2 30 4 7 24 
58 14 27 68 25 68 39 45 70 72 19 20 20 14 2 30 4 7 24 
10 82 95 0 43 0 29 23 2 4 49 88 88 54 70 38 72 61 92 
2 74 87 8 35 8 21 15 10 12 41 80 80 46 62 30 64 53 84 
28 44 57 38 5 38 9 15 40 42 11 50 50 16 32 0 34 23 54 
32 40 53 42 1 42 13 19 44 46 7 46 46 12 28 4 30 19 50 
77 5 8 87 44 87 58 64 89 91 38 1 1 33 17 49 15 26 5 
5 67 80 15 28 15 14 8 17 19 34 73 73 39 55 23 57 46 77 
5 77 90 5 38 5 24 18 7 9 44 83 83 49 65 33 67 56 87 
79 7 6 89 46 89 60 66 91 93 40 1 1 35 19 51 17 28 3 
45 27 40 55 12 55 26 32 57 59 6 33 33 1 15 17 17 6 37 
40 32 45 50 7 50 21 27 52 54 1 38 38 4 20 12 22 11 42 
47 25 38 57 14 57 28 34 59 61 8 31 31 3 13 19 15 4 35 

39 12 37 31 67 1 51 82 29 86 35 76 24 55 70 58 15 60 56 
23 4 21 15 51 15 35 66 13 70 19 60 8 39 54 42 1 44 40 
29 56 31 37 1 67 17 14 39 18 33 8 44 13 2 10 53 8 12 
19 46 21 27 9 57 7 24 29 28 23 18 34 3 12 0 43 2 2 
4 23 2 4 32 34 16 47 6 51 0 41 11 20 35 23 20 25 21 
29 2 27 21 57 9 41 72 19 76 25 66 14 45 60 48 5 50 46 
33 60 35 41 5 71 21 10 43 14 37 4 48 17 2 14 57 12 16 
33 60 35 41 5 71 21 10 43 14 37 4 48 17 2 14 57 12 16 
35 8 33 27 63 3 47 78 25 82 31 72 20 51 66 54 11 56 52 
27 0 25 19 55 11 39 70 17 74 23 64 12 43 58 46 3 48 44 
3 30 5 11 25 41 9 40 13 44 7 34 18 13 28 16 27 18 14 
7 34 9 15 21 45 5 36 17 40 11 30 22 9 24 12 31 14 10 
52 79 54 60 24 90 40 9 62 5 56 15 67 36 21 33 76 31 35 
20 7 18 12 48 18 32 63 10 67 16 57 5 36 51 39 4 41 37 
30 3 28 22 58 8 42 73 20 77 26 67 15 46 61 49 6 51 47 
54 81 56 62 26 92 42 11 64 7 58 17 69 38 23 35 78 33 37 
20 47 22 28 8 58 8 23 30 27 24 17 35 4 11 1 44 1 3 
15 42 17 23 13 53 3 28 25 32 19 22 30 1 16 4 39 6 2 
22 49 24 30 6 60 10 21 32 25 26 15 37 6 9 3 46 1 5 

25 2 23 17 53 13 37 68 15 72 21 62 10 41 56 44 1 46 42 
47 74 49 55 19 85 35 4 57 0 51 10 62 31 16 28 71 26 30 
60 87 62 68 32 98 48 17 70 13 64 23 75 44 29 41 84 39 43 
35 8 33 27 63 3 47 78 25 82 31 72 20 51 66 54 11 56 52 
8 35 10 16 20 46 4 35 18 39 12 29 23 8 23 11 32 13 9 
35 8 33 27 63 3 47 78 25 82 31 72 20 51 66 54 11 56 52 
6 21 4 2 34 32 18 49 4 53 2 43 9 22 37 25 18 27 23 
12 15 10 4 40 26 24 55 2 59 8 49 3 28 43 31 12 33 29 
37 10 35 29 65 1 49 80 27 84 33 74 22 53 68 56 13 58 54 
39 12 37 31 67 1 51 82 29 86 35 76 24 55 70 58 15 60 56 
14 41 16 22 14 52 2 29 24 33 18 23 29 2 17 5 38 7 3 
53 80 55 61 25 91 41 10 63 6 57 16 68 37 22 34 77 32 36 
53 80 55 61 25 91 41 10 63 6 57 16 68 37 22 34 77 32 36 
19 46 21 27 9 57 7 24 29 28 23 18 34 3 12 0 43 2 2 
35 62 37 43 7 73 23 8 45 12 39 2 50 19 4 16 59 14 18 
3 30 5 11 25 41 9 40 13 44 7 34 18 13 28 16 27 18 14 
37 64 39 45 9 75 25 6 47 10 41 0 52 21 6 18 61 16 20 
26 53 28 34 2 64 14 17 36 21 30 11 41 10 5 7 50 5 9 
57 84 59 65 29 95 45 14 67 10 61 20 72 41 26 38 81 36 40 

