18 6 

13 47 1 41 66 9 3 0 62 11 28 32 15 77 68 19 77 2 
5 55 7 49 74 1 11 8 70 3 36 40 7 85 76 27 85 10 
1 61 13 55 80 5 17 14 76 3 42 46 1 91 82 33 91 16 
8 68 20 62 87 12 24 21 83 10 49 53 6 98 89 40 98 23 
90 30 78 36 11 86 74 77 15 88 49 45 92 0 9 58 0 75 
32 28 20 22 47 28 16 19 43 30 9 13 34 58 49 0 58 17 
9 51 3 45 70 5 7 4 66 7 32 36 11 81 72 23 81 6 
75 15 63 21 4 71 59 62 0 73 34 30 77 15 6 43 15 60 
78 18 66 24 1 74 62 65 3 76 37 33 80 12 3 46 12 63 
9 51 3 45 70 5 7 4 66 7 32 36 11 81 72 23 81 6 
38 22 26 16 41 34 22 25 37 36 3 7 40 52 43 6 52 23 
25 35 13 29 54 21 9 12 50 23 16 20 27 65 56 7 65 10 
49 11 37 5 30 45 33 36 26 47 8 4 51 41 32 17 41 34 
61 1 49 7 18 57 45 48 14 59 20 16 63 29 20 29 29 46 
31 29 19 23 48 27 15 18 44 29 10 14 33 59 50 1 59 16 
59 1 47 5 20 55 43 46 16 57 18 14 61 31 22 27 31 44 
80 20 68 26 1 76 64 67 5 78 39 35 82 10 1 48 10 65 
44 16 32 10 35 40 28 31 31 42 3 1 46 46 37 12 46 29 

5 5 9 47 9 16 21 1 6 29 15 40 47 16 11 42 15 21 
13 13 17 55 1 24 29 9 2 37 23 48 55 24 3 50 23 29 
19 19 23 61 5 30 35 15 8 43 29 54 61 30 3 56 29 35 
26 26 30 68 12 37 42 22 15 50 36 61 68 37 10 63 36 42 
72 72 68 30 86 61 56 76 83 48 62 37 30 61 88 35 62 56 
14 14 10 28 28 3 2 18 25 10 4 21 28 3 30 23 4 2 
9 9 13 51 5 20 25 5 2 33 19 44 51 20 7 46 19 25 
57 57 53 15 71 46 41 61 68 33 47 22 15 46 73 20 47 41 
60 60 56 18 74 49 44 64 71 36 50 25 18 49 76 23 50 44 
9 9 13 51 5 20 25 5 2 33 19 44 51 20 7 46 19 25 
20 20 16 22 34 9 4 24 31 4 10 15 22 9 36 17 10 4 
7 7 3 35 21 4 9 11 18 17 3 28 35 4 23 30 3 9 
31 31 27 11 45 20 15 35 42 7 21 4 11 20 47 6 21 15 
43 43 39 1 57 32 27 47 54 19 33 8 1 32 59 6 33 27 
13 13 9 29 27 2 3 17 24 11 3 22 29 2 29 24 3 3 
41 41 37 1 55 30 25 45 52 17 31 6 1 30 57 4 31 25 
62 62 58 20 76 51 46 66 73 38 52 27 20 51 78 25 52 46 
26 26 22 16 40 15 10 30 37 2 16 9 16 15 42 11 16 10 

18 62 45 16 65 71 27 25 24 14 68 44 63 67 22 14 35 10 
26 70 53 24 73 79 35 33 32 6 76 52 71 75 14 6 43 18 
32 76 59 30 79 85 41 39 38 0 82 58 77 81 8 0 49 24 
39 83 66 37 86 92 48 46 45 7 89 65 84 88 1 7 56 31 
59 15 32 61 12 6 50 52 53 91 9 33 14 10 99 91 42 67 
1 43 26 3 46 52 8 6 5 33 49 25 44 48 41 33 16 9 
22 66 49 20 69 75 31 29 28 10 72 48 67 71 18 10 39 14 
44 0 17 46 3 9 35 37 38 76 6 18 1 5 84 76 27 52 
47 3 20 49 0 6 38 40 41 79 3 21 2 2 87 79 30 55 
22 66 49 20 69 75 31 29 28 10 72 48 67 71 18 10 39 14 
7 37 20 9 40 46 2 0 1 39 43 19 38 42 47 39 10 15 
6 50 33 4 53 59 15 13 12 26 56 32 51 55 34 26 23 2 
18 26 9 20 29 35 9 11 12 50 32 8 27 31 58 50 1 26 
30 14 3 32 17 23 21 23 24 62 20 4 15 19 70 62 13 38 
