20 3 

18 69 9 64 50 20 39 34 7 8 3 78 29 87 17 39 48 84 31 61 
7 58 20 53 39 9 28 23 18 19 8 67 18 76 6 28 37 73 20 50 
21 72 6 67 53 23 42 37 4 5 6 81 32 90 20 42 51 87 34 64 
20 31 47 26 12 18 1 4 45 46 35 40 9 49 21 1 10 46 7 23 
25 26 52 21 7 23 4 9 50 51 40 35 14 44 26 4 5 41 12 18 
69 18 96 23 37 67 48 53 94 95 84 9 58 0 70 48 39 3 56 26 
71 20 98 25 39 69 50 55 96 97 86 11 60 2 72 50 41 5 58 28 
21 72 6 67 53 23 42 37 4 5 6 81 32 90 20 42 51 87 34 64 
10 61 17 56 42 12 31 26 15 16 5 70 21 79 9 31 40 76 23 53 
4 55 23 50 36 6 25 20 21 22 11 64 15 73 3 25 34 70 17 47 
42 9 69 4 10 40 21 26 67 68 57 18 31 27 43 21 12 24 29 1 
29 22 56 17 3 27 8 13 54 55 44 31 18 40 30 8 1 37 16 14 
62 11 89 16 30 60 41 46 87 88 77 2 51 7 63 41 32 4 49 19 
20 31 47 26 12 18 1 4 45 46 35 40 9 49 21 1 10 46 7 23 
40 11 67 6 8 38 19 24 65 66 55 20 29 29 41 19 10 26 27 3 
72 21 99 26 40 70 51 56 97 98 87 12 61 3 73 51 42 6 59 29 
26 77 1 72 58 28 47 42 1 0 11 86 37 95 25 47 56 92 39 69 
21 72 6 67 53 23 42 37 4 5 6 81 32 90 20 42 51 87 34 64 
26 25 53 20 6 24 5 10 51 52 41 34 15 43 27 5 4 40 13 17 
15 36 42 31 17 13 6 1 40 41 30 45 4 54 16 6 15 51 2 28 

39 27 18 74 51 10 64 39 70 20 80 48 40 8 59 62 79 27 37 20 
28 16 7 63 40 1 53 28 59 9 69 37 29 3 48 51 68 16 26 9 
42 30 21 77 54 13 67 42 73 23 83 51 43 11 62 65 82 30 40 23 
1 11 20 36 13 28 26 1 32 18 42 10 2 30 21 24 41 11 1 18 
4 16 25 31 8 33 21 4 27 23 37 5 3 35 16 19 36 16 6 23 
48 60 69 13 36 77 23 48 17 67 7 39 47 79 28 25 8 60 50 67 
50 62 71 15 38 79 25 50 19 69 9 41 49 81 30 27 10 62 52 69 
42 30 21 77 54 13 67 42 73 23 83 51 43 11 62 65 82 30 40 23 
31 19 10 66 43 2 56 31 62 12 72 40 32 0 51 54 71 19 29 12 
25 13 4 60 37 4 50 25 56 6 66 34 26 6 45 48 65 13 23 6 
21 33 42 14 9 50 4 21 10 40 20 12 20 52 1 2 19 33 23 40 
8 20 29 27 4 37 17 8 23 27 33 1 7 39 12 15 32 20 10 27 
41 53 62 6 29 70 16 41 10 60 0 32 40 72 21 18 1 53 43 60 
1 11 20 36 13 28 26 1 32 18 42 10 2 30 21 24 41 11 1 18 
19 31 40 16 7 48 6 19 12 38 22 10 18 50 1 4 21 31 21 38 
51 63 72 16 39 80 26 51 20 70 10 42 50 82 31 28 11 63 53 70 
47 35 26 82 59 18 72 47 78 28 88 56 48 16 67 70 87 35 45 28 
42 30 21 77 54 13 67 42 73 23 83 51 43 11 62 65 82 30 40 23 
5 17 26 30 7 34 20 5 26 24 36 4 4 36 15 18 35 17 7 24 
6 6 15 41 18 23 31 6 37 13 47 15 7 25 26 29 46 6 4 13 

21 9 0 56 33 8 46 21 52 2 62 30 22 10 41 44 61 9 19 2 
30 42 51 5 18 59 5 30 1 49 11 21 29 61 10 7 10 42 32 49 
48 36 27 83 60 19 73 48 79 29 89 57 49 17 68 71 88 36 46 29 
25 37 46 10 13 54 0 25 6 44 16 16 24 56 5 2 15 37 27 44 
11 23 32 24 1 40 14 11 20 30 30 2 10 42 9 12 29 23 13 30 
19 7 2 54 31 10 44 19 50 0 60 28 20 12 39 42 59 7 17 0 
0 12 21 35 12 29 25 0 31 19 41 9 1 31 20 23 40 12 2 19 
5 7 16 40 17 24 30 5 36 14 46 14 6 26 25 28 45 7 3 14 
46 34 25 81 58 17 71 46 77 27 87 55 47 15 66 69 86 34 44 27 
47 35 26 82 59 18 72 47 78 28 88 56 48 16 67 70 87 35 45 28 
36 24 15 71 48 7 61 36 67 17 77 45 37 5 56 59 76 24 34 17 
39 51 60 4 27 68 14 39 8 58 2 30 38 70 19 16 1 51 41 58 
10 2 11 45 22 19 35 10 41 9 51 19 11 21 30 33 50 2 8 9 
48 60 69 13 36 77 23 48 17 67 7 39 47 79 28 25 8 60 50 67 
22 10 1 57 34 7 47 22 53 3 63 31 23 9 42 45 62 10 20 3 
0 12 21 35 12 29 25 0 31 19 41 9 1 31 20 23 40 12 2 19 
9 21 30 26 3 38 16 9 22 28 32 0 8 40 11 14 31 21 11 28 
45 57 66 10 33 74 20 45 14 64 4 36 44 76 25 22 5 57 47 64 
8 4 13 43 20 21 33 8 39 11 49 17 9 23 28 31 48 4 6 11 
22 34 43 13 10 51 3 22 9 41 19 13 21 53 2 1 18 34 24 41 

