17 10 

57 6 30 4 46 7 12 4 80 18 12 60 50 5 60 1 75 
33 18 6 20 22 17 12 28 56 6 36 36 26 29 36 23 51 
29 22 2 24 18 21 16 32 52 10 40 32 22 33 32 27 47 
28 79 55 81 39 78 73 89 5 67 97 25 35 90 25 84 10 
54 3 27 1 43 4 9 7 77 15 15 57 47 8 57 2 72 
12 63 39 65 23 62 57 73 11 51 81 9 19 74 9 68 6 
11 40 16 42 0 39 34 50 34 28 58 14 4 51 14 45 29 
16 35 11 37 5 34 29 45 39 23 53 19 9 46 19 40 34 
14 37 13 39 3 36 31 47 37 25 55 17 7 48 17 42 32 
65 14 38 12 54 15 20 4 88 26 4 68 58 3 68 9 83 
7 44 20 46 4 43 38 54 30 32 62 10 0 55 10 49 25 
50 1 23 3 39 0 5 11 73 11 19 53 43 12 53 6 68 
11 62 38 64 22 61 56 72 12 50 80 8 18 73 8 67 7 
41 10 14 12 30 9 4 20 64 2 28 44 34 21 44 15 59 
11 62 38 64 22 61 56 72 12 50 80 8 18 73 8 67 7 
10 61 37 63 21 60 55 71 13 49 79 7 17 72 7 66 8 
4 47 23 49 7 46 41 57 27 35 65 7 3 58 7 52 22 

84 24 57 16 53 8 53 53 50 86 20 37 16 44 24 38 12 
60 0 33 8 29 32 29 29 26 62 4 13 8 20 0 14 12 
56 4 29 12 25 36 25 25 22 58 8 9 12 16 4 10 16 
1 61 28 69 32 93 32 32 35 1 65 48 69 41 61 47 73 
81 21 54 13 50 11 50 50 47 83 17 34 13 41 21 35 9 
15 45 12 53 16 77 16 16 19 17 49 32 53 25 45 31 57 
38 22 11 30 7 54 7 7 4 40 26 9 30 2 22 8 34 
43 17 16 25 12 49 12 12 9 45 21 4 25 3 17 3 29 
41 19 14 27 10 51 10 10 7 43 23 6 27 1 19 5 31 
92 32 65 24 61 0 61 61 58 94 28 45 24 52 32 46 20 
34 26 7 34 3 58 3 3 0 36 30 13 34 6 26 12 38 
77 17 50 9 46 15 46 46 43 79 13 30 9 37 17 31 5 
16 44 11 52 15 76 15 15 18 18 48 31 52 24 44 30 56 
68 8 41 0 37 24 37 37 34 70 4 21 0 28 8 22 4 
16 44 11 52 15 76 15 15 18 18 48 31 52 24 44 30 56 
17 43 10 51 14 75 14 14 17 19 47 30 51 23 43 29 55 
31 29 4 37 0 61 0 0 3 33 33 16 37 9 29 15 41 

65 39 68 3 84 87 74 76 68 72 47 45 48 29 4 67 34 
41 15 44 27 60 63 50 52 44 48 23 21 24 5 28 43 10 
37 11 40 31 56 59 46 48 40 44 19 17 20 1 32 39 6 
20 46 17 88 1 2 11 9 17 13 38 40 37 56 89 18 51 
62 36 65 6 81 84 71 73 65 69 44 42 45 26 7 64 31 
4 30 1 72 15 18 5 7 1 3 22 24 21 40 73 2 35 
19 7 22 49 38 41 28 30 22 26 1 1 2 17 50 21 12 
24 2 27 44 43 46 33 35 27 31 6 4 7 12 45 26 7 
22 4 25 46 41 44 31 33 25 29 4 2 5 14 47 24 9 
73 47 76 5 92 95 82 84 76 80 55 53 56 37 4 75 42 
15 11 18 53 34 37 24 26 18 22 3 5 2 21 54 17 16 
58 32 61 10 77 80 67 69 61 65 40 38 41 22 11 60 27 
3 29 0 71 16 19 6 8 0 4 21 23 20 39 72 1 34 
49 23 52 19 68 71 58 60 52 56 31 29 32 13 20 51 18 
3 29 0 71 16 19 6 8 0 4 21 23 20 39 72 1 34 
2 28 1 70 17 20 7 9 1 5 20 22 19 38 71 0 33 
12 14 15 56 31 34 21 23 15 19 6 8 5 24 57 14 19 

62 24 33 6 78 1 38 26 38 44 18 17 64 7 53 7 1 
38 0 9 18 54 23 14 2 14 20 6 7 40 31 29 31 23 
34 4 5 22 50 27 10 2 10 16 10 11 36 35 25 35 27 
23 61 52 79 7 84 47 59 47 41 67 68 21 92 32 92 84 
59 21 30 3 75 2 35 23 35 41 15 14 61 10 50 10 2 
7 45 36 63 9 68 31 43 31 25 51 52 5 76 16 76 68 
16 22 13 40 32 45 8 20 8 2 28 29 18 53 7 53 45 
21 17 8 35 37 40 3 15 3 3 23 24 23 48 12 48 40 
19 19 10 37 35 42 5 17 5 1 25 26 21 50 10 50 42 
70 32 41 14 86 9 46 34 46 52 26 25 72 1 61 1 9 
12 26 17 44 28 49 12 24 12 6 32 33 14 57 3 57 49 
55 17 26 1 71 6 31 19 31 37 11 10 57 14 46 14 6 
6 44 35 62 10 67 30 42 30 24 50 51 4 75 15 75 67 
46 8 17 10 62 15 22 10 22 28 2 1 48 23 37 23 15 
6 44 35 62 10 67 30 42 30 24 50 51 4 75 15 75 67 
5 43 34 61 11 66 29 41 29 23 49 50 3 74 14 74 66 
9 29 20 47 25 52 15 27 15 9 35 36 11 60 0 60 52 

35 86 49 75 36 32 81 48 7 23 39 73 12 79 25 50 25 
11 62 25 51 12 8 57 24 31 1 15 49 36 55 1 26 1 
7 58 21 47 8 4 53 20 35 5 11 45 40 51 3 22 3 
50 1 36 10 49 53 4 37 92 62 46 12 97 6 60 35 60 
32 83 46 72 33 29 78 45 10 20 36 70 15 76 22 47 22 
34 17 20 6 33 37 12 21 76 46 30 4 81 10 44 19 44 
11 40 3 29 10 14 35 2 53 23 7 27 58 33 21 4 21 
6 45 8 34 5 9 40 7 48 18 2 32 53 38 16 9 16 
8 43 6 32 7 11 38 5 50 20 4 30 55 36 18 7 18 
43 94 57 83 44 40 89 56 1 31 47 81 4 87 33 58 33 
15 36 1 25 14 18 31 2 57 27 11 23 62 29 25 0 25 
28 79 42 68 29 25 74 41 14 16 32 66 19 72 18 43 18 
33 18 19 7 32 36 13 20 75 45 29 5 80 11 43 18 43 
19 70 33 59 20 16 65 32 23 7 23 57 28 63 9 34 9 
33 18 19 7 32 36 13 20 75 45 29 5 80 11 43 18 43 
32 19 18 8 31 35 14 19 74 44 28 6 79 12 42 17 42 
18 33 4 22 17 21 28 5 60 30 14 20 65 26 28 3 28 

15 39 79 58 78 85 23 78 0 41 50 44 40 9 45 55 0 
9 15 55 34 54 61 1 54 24 17 26 20 16 33 21 31 24 
13 11 51 30 50 57 5 50 28 13 22 16 12 37 17 27 28 
70 46 6 27 7 0 62 7 85 44 35 41 45 94 40 30 85 
12 36 76 55 75 82 20 75 3 38 47 41 37 12 42 52 3 
54 30 10 11 9 16 46 9 69 28 19 25 29 78 24 14 69 
31 7 33 12 32 39 23 32 46 5 4 2 6 55 1 9 46 
26 2 38 17 37 44 18 37 41 0 9 3 1 50 4 14 41 
28 4 36 15 35 42 20 35 43 2 7 1 3 52 2 12 43 
23 47 87 66 86 93 31 86 8 49 58 52 48 1 53 63 8 
35 11 29 8 28 35 27 28 50 9 0 6 10 59 5 5 50 
8 32 72 51 71 78 16 71 7 34 43 37 33 16 38 48 7 
53 29 11 10 10 17 45 10 68 27 18 24 28 77 23 13 68 
1 23 63 42 62 69 7 62 16 25 34 28 24 25 29 39 16 
53 29 11 10 10 17 45 10 68 27 18 24 28 77 23 13 68 
52 28 12 9 11 18 44 11 67 26 17 23 27 76 22 12 67 
38 14 26 5 25 32 30 25 53 12 3 9 13 62 8 2 53 

24 80 63 50 19 8 51 66 69 60 42 36 1 4 63 60 43 
0 56 39 26 5 32 27 42 45 36 18 12 25 20 39 36 19 
4 52 35 22 9 36 23 38 41 32 14 8 29 24 35 32 15 
61 5 22 35 66 93 34 19 16 25 43 49 86 81 22 25 42 
21 77 60 47 16 11 48 63 66 57 39 33 4 1 60 57 40 
