13 4 

26 3 60 23 16 69 9 28 40 37 76 49 5 
6 17 40 3 4 49 11 8 20 17 56 29 25 
23 0 57 20 13 66 6 25 37 34 73 46 8 
11 34 23 14 21 32 28 9 3 0 39 12 42 
56 79 22 59 66 13 73 54 42 45 6 33 87 
25 2 59 22 15 68 8 27 39 36 75 48 6 
21 2 55 18 11 64 4 23 35 32 71 44 10 
41 18 75 38 31 84 24 43 55 52 91 64 10 
20 43 14 23 30 23 37 18 6 9 30 3 51 
21 44 13 24 31 22 38 19 7 10 29 2 52 
41 18 75 38 31 84 24 43 55 52 91 64 10 
42 65 8 45 52 1 59 40 28 31 8 19 73 
50 73 16 53 60 7 67 48 36 39 0 27 81 

52 30 8 64 20 73 71 8 61 15 36 25 72 
32 10 28 44 0 53 51 12 41 5 16 5 52 
49 27 11 61 17 70 68 5 58 12 33 22 69 
15 7 45 27 17 36 34 29 24 22 1 12 35 
30 52 90 18 62 9 11 74 21 67 46 57 10 
51 29 9 63 19 72 70 7 60 14 35 24 71 
47 25 13 59 15 68 66 3 56 10 31 20 67 
67 45 7 79 35 88 86 23 76 30 51 40 87 
6 16 54 18 26 27 25 38 15 31 10 21 26 
5 17 55 17 27 26 24 39 14 32 11 22 25 
67 45 7 79 35 88 86 23 76 30 51 40 87 
16 38 76 4 48 5 3 60 7 53 32 43 4 
24 46 84 12 56 3 5 68 15 61 40 51 4 

13 11 50 13 1 10 75 49 30 45 6 37 57 
33 9 30 33 21 30 55 29 10 25 14 17 37 
16 8 47 16 4 13 72 46 27 42 3 34 54 
50 26 13 50 38 47 38 12 7 8 31 0 20 
95 71 32 95 83 92 7 33 52 37 76 45 25 
14 10 49 14 2 11 74 48 29 44 5 36 56 
18 6 45 18 6 15 70 44 25 40 1 32 52 
2 26 65 2 14 5 90 64 45 60 21 52 72 
59 35 4 59 47 56 29 3 16 1 40 9 11 
60 36 3 60 48 57 28 2 17 2 41 10 10 
2 26 65 2 14 5 90 64 45 60 21 52 72 
81 57 18 81 69 78 7 19 38 23 62 31 11 
89 65 26 89 77 86 1 27 46 31 70 39 19 

26 4 34 38 6 47 45 18 35 11 10 1 46 
49 27 11 61 17 70 68 5 58 12 33 22 69 
8 30 68 4 40 13 11 52 1 45 24 35 12 
29 7 31 41 3 50 48 15 38 8 13 2 49 
36 14 24 48 4 57 55 8 45 1 20 9 56 
17 39 77 5 49 4 2 61 8 54 33 44 3 
43 21 17 55 11 64 62 1 52 6 27 16 63 
24 2 36 36 8 45 43 20 33 13 8 3 44 
12 10 48 24 20 33 31 32 21 25 4 15 32 
15 7 45 27 17 36 34 29 24 22 1 12 35 
24 46 84 12 56 3 5 68 15 61 40 51 4 
3 19 57 15 29 24 22 41 12 34 13 24 23 
57 35 3 69 25 78 76 13 66 20 41 30 77 

39 15 24 39 27 36 49 23 4 19 20 11 31 
16 8 47 16 4 13 72 46 27 42 3 34 54 
73 49 10 73 61 70 15 11 30 15 54 23 3 
36 12 27 36 24 33 52 26 7 22 17 14 34 
29 5 34 29 17 26 59 33 14 29 10 21 41 
82 58 19 82 70 79 6 20 39 24 63 32 12 
22 2 41 22 10 19 66 40 21 36 3 28 48 
41 17 22 41 29 38 47 21 2 17 22 9 29 
53 29 10 53 41 50 35 9 10 5 34 3 17 
50 26 13 50 38 47 38 12 7 8 31 0 20 
89 65 26 89 77 86 1 27 46 31 70 39 19 
62 38 1 62 50 59 26 0 19 4 43 12 8 
8 16 55 8 4 5 80 54 35 50 11 42 62 

65 41 2 65 53 62 23 3 22 7 46 15 5 
43 19 20 43 31 40 45 19 0 15 24 7 27 
5 19 58 5 7 2 83 57 38 53 14 45 65 
77 53 14 77 65 74 11 15 34 19 58 27 7 
33 9 30 33 21 30 55 29 10 25 14 17 37 
86 62 23 86 74 83 2 24 43 28 67 36 16 
84 60 21 84 72 81 4 22 41 26 65 34 14 
21 3 42 21 9 18 67 41 22 37 2 29 49 
74 50 11 74 62 71 14 12 31 16 55 24 4 
28 4 35 28 16 25 60 34 15 30 9 22 42 
49 25 14 49 37 46 39 13 6 9 30 1 21 
38 14 25 38 26 35 50 24 5 20 19 12 32 
85 61 22 85 73 82 3 23 42 27 66 35 15 

