6 7 

10 20 90 68 86 55 
60 50 20 2 16 15 
52 42 28 6 24 7 
47 37 33 11 29 2 
11 1 69 47 65 34 
10 20 90 68 86 55 

40 67 40 36 31 13 
30 3 30 34 39 57 
22 5 22 26 31 49 
17 10 17 21 26 44 
19 46 19 15 10 8 
40 67 40 36 31 13 

72 90 50 15 44 3 
2 20 20 55 26 73 
10 28 12 47 18 65 
15 33 7 42 13 60 
51 69 29 6 23 24 
72 90 50 15 44 3 

57 63 5 22 8 40 
13 7 75 48 62 30 
5 1 67 40 54 22 
0 6 62 35 49 17 
36 42 26 1 13 19 
57 63 5 22 8 40 

42 83 49 53 52 31 
28 13 21 17 18 39 
20 21 13 9 10 31 
15 26 8 4 5 26 
21 62 28 32 31 10 
42 83 49 53 52 31 

51 46 47 83 11 55 
19 24 23 13 59 15 
11 16 15 21 51 7 
6 11 10 26 46 2 
30 25 26 62 10 34 
51 46 47 83 11 55 

30 57 30 26 21 3 
20 47 20 16 11 7 
50 23 50 54 59 77 
28 1 28 32 37 55 
46 19 46 50 55 73 
15 12 15 19 24 42 

62 80 40 5 34 13 
52 70 30 5 24 23 
18 0 40 75 46 93 
4 22 18 53 24 71 
14 4 36 71 42 89 
17 35 5 40 11 58 

47 53 15 12 2 30 
37 43 25 2 12 20 
33 27 95 68 82 50 
11 5 73 46 60 28 
29 23 91 64 78 46 
2 8 60 33 47 15 

32 73 39 43 42 21 
22 63 29 33 32 11 
48 7 41 37 38 59 
26 15 19 15 16 37 
44 3 37 33 34 55 
13 28 6 2 3 24 

41 36 37 73 1 45 
31 26 27 63 9 35 
39 44 43 7 79 35 
17 22 21 15 57 13 
35 40 39 3 75 31 
4 9 8 28 44 0 

32 50 10 25 4 43 
5 23 17 52 23 70 
32 50 10 25 4 43 
36 54 14 21 8 39 
41 59 19 16 13 34 
59 77 37 2 31 16 

17 23 45 18 32 0 
10 4 72 45 59 27 
17 23 45 18 32 0 
21 27 41 14 28 4 
26 32 36 9 23 9 
44 50 18 9 5 27 

2 43 9 13 12 9 
25 16 18 14 15 36 
2 43 9 13 12 9 
6 47 13 17 16 5 
11 52 18 22 21 0 
29 70 36 40 39 18 

11 6 7 43 29 15 
16 21 20 16 56 12 
11 6 7 43 29 15 
15 10 11 47 25 19 
20 15 16 52 20 24 
38 33 34 70 2 42 

15 9 77 50 64 32 
33 27 95 68 82 50 
7 13 55 28 42 10 
42 48 20 7 7 25 
13 19 49 22 36 4 
60 66 2 25 11 43 

30 11 23 19 20 41 
48 7 41 37 38 59 
8 33 1 3 2 19 
27 68 34 38 37 16 
2 39 5 9 8 13 
45 86 52 56 55 34 

21 26 25 11 61 17 
39 44 43 7 79 35 
1 4 3 33 39 5 
36 31 32 68 4 40 
7 2 3 39 33 11 
54 49 50 86 14 58 

15 26 8 4 5 26 
21 20 14 10 11 32 
47 88 54 58 57 36 
20 61 27 31 30 9 
34 75 41 45 44 23 
2 43 9 13 12 9 

6 11 10 26 46 2 
12 17 16 20 52 8 
56 51 52 88 16 60 
29 24 25 61 11 33 
43 38 39 75 3 47 
11 6 7 43 29 15 

9 4 5 41 31 13 
32 37 36 0 72 28 
2 3 2 34 38 6 
2 7 6 30 42 2 
1 6 5 31 41 3 
20 15 16 52 20 24 

