17 5 

17 6 10 13 1 22 18 17 1 4 14 17 5 10 16 8 14 
5 6 2 1 11 10 6 5 11 8 2 5 7 2 4 4 2 
3 8 4 1 13 8 4 3 13 10 0 3 9 4 2 6 0 
4 7 3 0 12 9 5 4 12 9 1 4 8 3 3 5 1 
11 0 4 7 5 16 12 11 5 2 8 11 1 4 10 2 8 
11 0 4 7 5 16 12 11 5 2 8 11 1 4 10 2 8 
8 3 1 4 8 13 9 8 8 5 5 8 4 1 7 1 5 
12 23 19 16 28 7 11 12 28 25 15 12 24 19 13 21 15 
5 6 2 1 11 10 6 5 11 8 2 5 7 2 4 4 2 
7 18 14 11 23 2 6 7 23 20 10 7 19 14 8 16 10 
1 12 8 5 17 4 0 1 17 14 4 1 13 8 2 10 4 
3 14 10 7 19 2 2 3 19 16 6 3 15 10 4 12 6 
1 12 8 5 17 4 0 1 17 14 4 1 13 8 2 10 4 
3 8 4 1 13 8 4 3 13 10 0 3 9 4 2 6 0 
3 8 4 1 13 8 4 3 13 10 0 3 9 4 2 6 0 
9 2 2 5 7 14 10 9 7 4 6 9 3 2 8 0 6 
10 21 17 14 26 5 9 10 26 23 13 10 22 17 11 19 13 

19 18 18 3 7 12 7 17 16 7 15 14 10 15 20 1 10 
7 6 6 9 5 0 5 5 4 5 3 2 2 3 8 13 2 
5 4 4 11 7 2 7 3 2 7 1 0 4 1 6 15 4 
6 5 5 10 6 1 6 4 3 6 2 1 3 2 7 14 3 
13 12 12 3 1 6 1 11 10 1 9 8 4 9 14 7 4 
13 12 12 3 1 6 1 11 10 1 9 8 4 9 14 7 4 
10 9 9 6 2 3 2 8 7 2 6 5 1 6 11 10 1 
10 11 11 26 22 17 22 12 13 22 14 15 19 14 9 30 19 
7 6 6 9 5 0 5 5 4 5 3 2 2 3 8 13 2 
5 6 6 21 17 12 17 7 8 17 9 10 14 9 4 25 14 
1 0 0 15 11 6 11 1 2 11 3 4 8 3 2 19 8 
1 2 2 17 13 8 13 3 4 13 5 6 10 5 0 21 10 
1 0 0 15 11 6 11 1 2 11 3 4 8 3 2 19 8 
5 4 4 11 7 2 7 3 2 7 1 0 4 1 6 15 4 
5 4 4 11 7 2 7 3 2 7 1 0 4 1 6 15 4 
11 10 10 5 1 4 1 9 8 1 7 6 2 7 12 9 2 
8 9 9 24 20 15 20 10 11 20 12 13 17 12 7 28 17 

14 11 16 23 7 19 10 2 22 10 5 11 10 24 6 16 11 
2 1 4 11 5 7 2 10 10 2 7 1 2 12 6 4 1 
0 3 2 9 7 5 4 12 8 4 9 3 4 10 8 2 3 
1 2 3 10 6 6 3 11 9 3 8 2 3 11 7 3 2 
