12 7 

14 8 12 25 3 16 2 6 12 15 17 4 
4 10 6 7 15 2 20 12 6 3 1 14 
4 10 6 7 15 2 20 12 6 3 1 14 
4 10 6 7 15 2 20 12 6 3 1 14 
3 3 1 14 8 5 13 5 1 4 6 7 
5 11 7 6 16 3 21 13 7 4 2 15 
16 10 14 27 5 18 0 8 14 17 19 6 
12 6 10 23 1 14 4 4 10 13 15 2 
3 9 5 8 14 1 19 11 5 2 0 13 
2 4 0 13 9 4 14 6 0 3 5 8 
3 3 1 14 8 5 13 5 1 4 6 7 
5 11 7 6 16 3 21 13 7 4 2 15 

3 5 6 14 4 2 8 17 11 12 6 12 
15 23 24 4 14 16 10 1 7 6 12 6 
15 23 24 4 14 16 10 1 7 6 12 6 
15 23 24 4 14 16 10 1 7 6 12 6 
8 16 17 3 7 9 3 6 0 1 5 1 
16 24 25 5 15 17 11 2 8 7 13 7 
5 3 4 16 6 4 10 19 13 14 8 14 
1 7 8 12 2 0 6 15 9 10 4 10 
14 22 23 3 13 15 9 0 6 5 11 5 
9 17 18 2 8 10 4 5 1 0 6 0 
8 16 17 3 7 9 3 6 0 1 5 1 
16 24 25 5 15 17 11 2 8 7 13 7 

7 19 12 9 9 17 2 4 5 19 9 15 
11 1 6 9 9 1 20 22 13 1 9 3 
11 1 6 9 9 1 20 22 13 1 9 3 
11 1 6 9 9 1 20 22 13 1 9 3 
4 8 1 2 2 6 13 15 6 8 2 4 
12 0 7 10 10 2 21 23 14 0 10 4 
9 21 14 11 11 19 0 2 7 21 11 17 
5 17 10 7 7 15 4 6 3 17 7 13 
10 2 5 8 8 0 19 21 12 2 8 2 
5 7 0 3 3 5 14 16 7 7 3 3 
4 8 1 2 2 6 13 15 6 8 2 4 
12 0 7 10 10 2 21 23 14 0 10 4 

8 22 15 20 4 7 8 12 11 10 5 2 
10 4 3 2 14 11 10 6 7 8 13 16 
10 4 3 2 14 11 10 6 7 8 13 16 
10 4 3 2 14 11 10 6 7 8 13 16 
3 11 4 9 7 4 3 1 0 1 6 9 
11 3 4 1 15 12 11 7 8 9 14 17 
10 24 17 22 6 9 10 14 13 12 7 4 
6 20 13 18 2 5 6 10 9 8 3 0 
9 5 2 3 13 10 9 5 6 7 12 15 
4 10 3 8 8 5 4 0 1 2 7 10 
3 11 4 9 7 4 3 1 0 1 6 9 
11 3 4 1 15 12 11 7 8 9 14 17 

2 5 13 5 16 4 8 8 6 15 10 0 
16 13 5 13 2 14 10 10 12 3 8 18 
16 13 5 13 2 14 10 10 12 3 8 18 
16 13 5 13 2 14 10 10 12 3 8 18 
9 6 2 6 5 7 3 3 5 4 1 11 
17 14 6 14 3 15 11 11 13 4 9 19 
4 7 15 7 18 6 10 10 8 17 12 2 
0 3 11 3 14 2 6 6 4 13 8 2 
15 12 4 12 1 13 9 9 11 2 7 17 
10 7 1 7 4 8 4 4 6 3 2 12 
9 6 2 6 5 7 3 3 5 4 1 11 
17 14 6 14 3 15 11 11 13 4 9 19 

1 17 4 13 10 20 15 11 2 14 5 18 
17 1 14 5 8 2 3 7 16 4 13 0 
17 1 14 5 8 2 3 7 16 4 13 0 
17 1 14 5 8 2 3 7 16 4 13 0 
10 6 7 2 1 9 4 0 9 3 6 7 
18 2 15 6 9 1 4 8 17 5 14 1 
3 19 6 15 12 22 17 13 4 16 7 20 
1 15 2 11 8 18 13 9 0 12 3 16 
16 0 13 4 7 3 2 6 15 3 12 1 
11 5 8 1 2 8 3 1 10 2 7 6 
10 6 7 2 1 9 4 0 9 3 6 7 
18 2 15 6 9 1 4 8 17 5 14 1 

11 19 20 0 10 12 6 3 3 2 8 2 
5 13 14 6 4 6 0 9 3 4 2 4 
9 17 18 2 8 10 4 5 1 0 6 0 
22 30 31 11 21 23 17 8 14 13 19 13 
0 8 9 11 1 1 5 14 8 9 3 9 
13 21 22 2 12 14 8 1 5 4 10 4 
5 3 4 16 6 4 10 19 13 14 8 14 
3 11 12 8 2 4 2 11 5 6 0 6 
9 17 18 2 8 10 4 5 1 0 6 0 
12 20 21 1 11 13 7 2 4 3 9 3 
14 22 23 3 13 15 9 0 6 5 11 5 
1 9 10 10 0 2 4 13 7 8 2 8 

7 5 2 5 5 3 16 18 9 5 5 1 
1 11 4 1 1 9 10 12 3 11 1 7 
5 7 0 3 3 5 14 16 7 7 3 3 
18 6 13 16 16 8 27 29 20 6 16 10 
4 16 9 6 6 14 5 7 2 16 6 12 
9 3 4 7 7 1 18 20 11 3 7 1 
9 21 14 11 11 19 0 2 7 21 11 17 
1 13 6 3 3 11 8 10 1 13 3 9 
5 7 0 3 3 5 14 16 7 7 3 3 
8 4 3 6 6 2 17 19 10 4 6 0 
10 2 5 8 8 0 19 21 12 2 8 2 
3 15 8 5 5 13 6 8 1 15 5 11 

6 8 1 6 10 7 6 2 3 4 9 12 
0 14 7 12 4 1 0 4 3 2 3 6 
4 10 3 8 8 5 4 0 1 2 7 10 
17 3 10 5 21 18 17 13 14 15 20 23 
5 19 12 17 1 4 5 9 8 7 2 1 
8 6 1 4 12 9 8 4 5 6 11 14 
10 24 17 22 6 9 10 14 13 12 7 4 
2 16 9 14 2 1 2 6 5 4 1 4 
4 10 3 8 8 5 4 0 1 2 7 10 
7 7 0 5 11 8 7 3 4 5 10 13 
9 5 2 3 13 10 9 5 6 7 12 15 
4 18 11 16 0 3 4 8 7 6 1 2 

12 9 1 9 2 10 6 6 8 1 4 14 
6 3 5 3 8 4 0 0 2 7 2 8 
10 7 1 7 4 8 4 4 6 3 2 12 
23 20 12 20 9 21 17 17 19 10 15 25 
1 2 10 2 13 1 5 5 3 12 7 3 
14 11 3 11 0 12 8 8 10 1 6 16 
4 7 15 7 18 6 10 10 8 17 12 2 
4 1 7 1 10 2 2 2 0 9 4 6 
10 7 1 7 4 8 4 4 6 3 2 12 
13 10 2 10 1 11 7 7 9 0 5 15 
15 12 4 12 1 13 9 9 11 2 7 17 
2 1 9 1 12 0 4 4 2 11 6 4 

13 3 10 1 4 6 1 3 12 0 9 4 
7 9 4 5 2 12 7 3 6 6 3 10 
11 5 8 1 2 8 3 1 10 2 7 6 
24 8 21 12 15 5 10 14 23 11 20 7 
2 14 1 10 7 17 12 8 1 11 2 15 
15 1 12 3 6 4 1 5 14 2 11 2 
3 19 6 15 12 22 17 13 4 16 7 20 
