4 9 

9 29 52 57 
17 3 78 83 
65 85 4 1 
34 54 27 32 

46 52 61 12 
72 78 87 38 
10 4 5 44 
21 27 36 13 

8 55 8 38 
34 81 34 64 
48 1 48 18 
17 30 17 13 

51 26 36 0 
77 0 62 26 
5 82 20 56 
26 51 11 25 

67 21 1 15 
93 5 27 11 
11 77 55 71 
42 46 24 40 

51 53 47 25 
77 79 73 51 
5 3 9 31 
26 28 22 0 

20 11 12 15 
46 15 14 41 
36 67 68 41 
5 36 37 10 

11 26 39 47 
15 0 65 73 
67 82 17 9 
36 51 14 22 

55 61 70 21 
75 81 90 41 
6 0 9 40 
11 5 4 45 

17 64 17 47 
37 84 37 67 
44 3 44 14 
49 2 49 19 

60 17 45 9 
80 3 65 29 
1 78 16 52 
6 83 21 57 

76 12 10 6 
96 8 30 14 
15 73 51 67 
10 78 56 72 

60 62 56 34 
80 82 76 54 
1 1 5 27 
6 4 10 32 

29 2 3 24 
49 18 17 44 
32 63 64 37 
37 68 69 42 

2 17 48 56 
18 3 68 76 
63 78 13 5 
68 83 18 10 

38 9 38 8 
44 3 44 14 
53 6 53 23 
4 43 4 26 

5 72 10 46 
1 78 16 52 
10 87 25 61 
39 38 24 12 

21 67 45 61 
15 73 51 67 
6 82 60 76 
55 33 11 27 

5 7 1 21 
1 1 5 27 
10 8 14 36 
39 41 35 13 

26 57 58 31 
32 63 64 37 
41 72 73 46 
8 23 24 3 

57 72 7 1 
63 78 13 5 
72 87 22 14 
23 38 27 35 

43 34 28 8 
4 81 19 55 
43 34 28 8 
13 64 2 38 

59 29 7 23 
12 76 54 70 
59 29 7 23 
29 59 37 53 

43 45 39 17 
4 2 8 30 
43 45 39 17 
13 15 9 13 

12 19 20 7 
35 66 67 40 
12 19 20 7 
18 49 50 23 

19 34 31 39 
66 81 16 8 
19 34 31 39 
49 64 1 9 

16 72 50 66 
93 5 27 11 
31 57 35 51 
67 21 1 15 

0 2 4 26 
77 79 73 51 
15 17 11 11 
51 53 47 25 

31 62 63 36 
46 15 14 41 
16 47 48 21 
20 11 12 15 

62 77 12 4 
15 0 65 73 
47 62 3 11 
11 26 39 47 

16 14 20 42 
72 74 68 46 
50 52 46 24 
66 68 62 40 

47 78 79 52 
41 10 9 36 
19 12 13 14 
35 4 3 30 

78 93 28 20 
10 5 60 68 
12 27 38 46 
4 11 54 62 

31 62 63 36 
33 64 65 38 
27 58 59 32 
5 36 37 10 

62 77 12 4 
64 79 14 6 
58 73 8 0 
36 51 14 22 

31 46 19 27 
0 15 50 58 
1 14 51 59 
26 41 24 32 

