16 9 

30 45 26 44 27 13 44 30 11 35 37 38 38 16 27 45 
80 95 24 94 23 37 6 20 39 85 13 88 12 34 23 95 
25 40 31 39 32 18 49 35 16 30 42 33 43 21 32 40 
41 56 15 55 16 2 33 19 0 46 26 49 27 5 16 56 
8 7 64 6 65 51 82 68 49 3 75 0 76 54 65 7 
75 90 19 89 18 32 1 15 34 80 8 83 7 29 18 90 
21 36 35 35 36 22 53 39 20 26 46 29 47 25 36 36 
38 53 18 52 19 5 36 22 3 43 29 46 30 8 19 53 
21 36 35 35 36 22 53 39 20 26 46 29 47 25 36 36 
50 65 6 64 7 7 24 10 9 55 17 58 18 4 7 65 
51 66 5 65 6 8 23 9 10 56 16 59 17 5 6 66 
49 64 7 63 8 6 25 11 8 54 18 57 19 3 8 64 
77 92 21 91 20 34 3 17 36 82 10 85 9 31 20 92 
72 87 16 86 15 29 2 12 31 77 5 80 4 26 15 87 
6 9 62 8 63 49 80 66 47 1 73 2 74 52 63 9 
46 61 10 60 11 3 28 14 5 51 21 54 22 0 11 61 

26 30 5 37 35 7 13 7 32 46 50 7 26 46 46 36 
76 80 45 87 85 43 37 57 82 4 0 43 24 4 96 14 
21 25 10 32 30 12 18 2 27 51 55 12 31 51 41 41 
37 41 6 48 46 4 2 18 43 35 39 4 15 35 57 25 
12 8 43 1 3 45 51 31 6 84 88 45 64 84 8 74 
71 75 40 82 80 38 32 52 77 1 5 38 19 1 91 9 
17 21 14 28 26 16 22 2 23 55 59 16 35 55 37 45 
34 38 3 45 43 1 5 15 40 38 42 1 18 38 54 28 
17 21 14 28 26 16 22 2 23 55 59 16 35 55 37 45 
46 50 15 57 55 13 7 27 52 26 30 13 6 26 66 16 
47 51 16 58 56 14 8 28 53 25 29 14 5 25 67 15 
45 49 14 56 54 12 6 26 51 27 31 12 7 27 65 17 
73 77 42 84 82 40 34 54 79 1 3 40 21 1 93 11 
68 72 37 79 77 35 29 49 74 4 8 35 16 4 88 6 
10 6 41 1 1 43 49 29 4 82 86 43 62 82 10 72 
42 46 11 53 51 9 3 23 48 30 34 9 10 30 62 20 

